variant_code,product_code,sku,unit_code,packaging_size,is_default,is_sell_default
P000340-V1,P000340,00050776,UNIT000002,Chai x 236ml,true,true
P000341-V1,P000341,00046888,UNIT000002,Chai x 125ml,true,true
P000342-V1,P000342,00044793,UNIT000014,Cái x 35ml,true,true
P000343-V1,P000343,00043484,UNIT000001,Hộp x 18g,true,true
P000344-V1,P000344,00041062,UNIT000002,Chai x 473ml,true,true
P000345-V1,P000345,C042300000279,UNIT000001,Hộp x 18g,true,true
P000346-V1,P000346,00502229,UNIT000002,Chai x 236ml,true,true
P000347-V1,P000347,00502179,UNIT000002,Chai x 400ml,true,true
P000348-V1,P000348,00008491,UNIT000012,Tuýp x 100g,true,true
P000349-V1,P000349,00016266,UNIT000001,Hộp x 150ml,true,true
P000350-V1,P000350,00008506,UNIT000012,Tuýp x 25g,true,true
P000351-V1,P000351,00039425,UNIT000012,Tuýp x 50g,true,true
P000352-V1,P000352,00503832,UNIT000001,Hộp x 40ml,true,true
P000353-V1,P000353,00503583,UNIT000001,Hộp 4 Miếng x 20ml,true,true
P000354-V1,P000354,00502932,UNIT000001,Hộp x 100ml,true,true
P000355-V1,P000355,00502442,UNIT000002,Chai x 140ml,true,true
P000356-V1,P000356,00502231,UNIT000002,Chai x 236ml,true,true
P000357-V1,P000357,00500424,UNIT000002,Chai x 250ml,true,true
P000358-V1,P000358,00029256,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,true
P000358-V2,P000358,00029256,UNIT000003,3 Vỉ x 10 Viên,true,false
P000359-V1,P000359,00032012,UNIT000002,Chai x 500ml,true,true
P000360-V1,P000360,00050775,UNIT000002,Chai x 118ml,true,true
P000361-V1,P000361,00050755,UNIT000002,Chai x 236ml,true,true
P000362-V1,P000362,00050752,UNIT000001,Hộp x 50ml,true,true
P000363-V1,P000363,00049623,UNIT000002,Chai x 473ml,true,true
P000364-V1,P000364,00049554,UNIT000006,Hũ x 454g,true,true
P000365-V1,P000365,00049550,UNIT000002,Chai x 88ml,true,true
P000366-V1,P000366,00049548,UNIT000002,Chai x 473ml,true,true
P000367-V1,P000367,00049544,UNIT000001,Hộp x 30ml,true,true
P000368-V1,P000368,00049344,UNIT000002,Chai x 236ml,true,true
P000369-V1,P000369,00048630,UNIT000001,Hộp x 50ml,true,true
P000370-V1,P000370,00047312,UNIT000002,Chai x 500ml,true,true
P000371-V1,P000371,00047173,UNIT000002,Chai x 400ml,true,true
P000372-V1,P000372,00046892,UNIT000002,Chai x 200ml,true,true
P000373-V1,P000373,00046891,UNIT000001,Hộp x 40ml,true,true
P000374-V1,P000374,00046890,UNIT000001,Hộp x 30ml,true,true
P000375-V1,P000375,00045234,UNIT000002,Chai x 30ml,true,true
P000376-V1,P000376,00042858,UNIT000002,Chai x 236ml,true,true
P000377-V1,P000377,00042319,UNIT000002,Chai x 473ml,true,true
P000378-V1,P000378,00042151,UNIT000002,Chai x 50ml,true,true
P000379-V1,P000379,00042061,UNIT000001,Hộp x 50ml,true,true
P000380-V1,P000380,00041653,UNIT000001,Hộp x 40ml,true,true
P000381-V1,P000381,00040106,UNIT000001,Hộp x 40ml,true,true
P000382-V1,P000382,00039876,UNIT000001,Hộp 1 Tuýp x 40g,true,true
P000383-V1,P000383,00039610,UNIT000001,Hộp x 50ml,true,true
P000384-V1,P000384,00038615,UNIT000002,Chai x 236ml,true,true
P000385-V1,P000385,00503604,UNIT000001,Hộp x 30ml,true,true
P000386-V1,P000386,00503423,UNIT000012,Tuýp x 50g,true,true
P000387-V1,P000387,00503421,UNIT000002,Chai x 100ml,true,true
P000388-V1,P000388,00502183,UNIT000001,Hộp x 30ml,true,true
P000389-V1,P000389,00502182,UNIT000001,Hộp x 30ml,true,true
P000390-V1,P000390,00502181,UNIT000002,Chai x 400ml,true,true
P000391-V1,P000391,00502145,UNIT000002,Chai x 500ml,true,true
P000392-V1,P000392,00501619,UNIT000012,Tuýp x 150ml,true,true
P000393-V1,P000393,00501475,UNIT000001,Hộp x 50g,true,true
P000394-V1,P000394,00500425,UNIT000002,Chai x 473ml,true,true
P000395-V1,P000395,00033759,UNIT000012,Tuýp x 50ml,true,true
P000396-V1,P000396,00011144,UNIT000002,Chai x 150ml,true,true
P000397-V1,P000397,00013491,UNIT000012,Tuýp x 50ml,true,true
P000398-V1,P000398,00008543,UNIT000012,Tuýp x 50ml,true,true
P000399-V1,P000399,00007707,UNIT000012,Tuýp x 150ml,true,true
P000400-V1,P000400,00008349,UNIT000002,Chai x 250ml,true,true
P000401-V1,P000401,00016213,UNIT000012,Tuýp x 50ml,true,true
P000402-V1,P000402,00014887,UNIT000012,Tuýp x 30ml,true,true
P000403-V1,P000403,00014417,UNIT000001,Hộp x 40ml,true,true
P000404-V1,P000404,00017279,UNIT000002,Chai x 200ml,true,true
P000405-V1,P000405,00017946,UNIT000001,Hộp x 30ml,true,true
P000406-V1,P000406,00018483,UNIT000002,Chai x 400ml,true,true
P000407-V1,P000407,00018487,UNIT000002,Chai x 400ml,true,true
P000408-V1,P000408,00018855,UNIT000012,Tuýp x 200ml,true,true
P000409-V1,P000409,00020351,UNIT000001,Hộp x 50ml,true,true
P000410-V1,P000410,00020871,UNIT000012,Tuýp x 30ml,true,true
P000411-V1,P000411,00028824,UNIT000002,Chai x 150ml,true,true
P000412-V1,P000412,00028902,UNIT000002,Chai x 200ml,true,true
P000413-V1,P000413,00029018,UNIT000002,Chai x 150ml,true,true
P000414-V1,P000414,00032172,UNIT000002,Chai x 500ml,true,true
P000415-V1,P000415,00051558,UNIT000001,Hộp x 50g,true,true
P000416-V1,P000416,00051557,UNIT000001,Hộp x 50ml,true,true
P000417-V1,P000417,00051329,UNIT000002,Chai x 170g,true,true
P000418-V1,P000418,00049546,UNIT000002,Chai x 400ml,true,true
P000419-V1,P000419,00049545,UNIT000011,Túi x 400ml,true,true
P000420-V1,P000420,00049541,UNIT000012,Tuýp x 50g,true,true
P000421-V1,P000421,00049540,UNIT000002,Chai x 400ml,true,true
P000422-V1,P000422,00048506,UNIT000012,Tuýp x 200ml,true,true
P000423-V1,P000423,00503422,UNIT000012,Tuýp x 75ml,true,true
P000424-V1,P000424,00502424,UNIT000001,Hộp x 30ml,true,true
P000425-V1,P000425,00014868,UNIT000001,Hộp x 50ml,true,true
P000426-V1,P000426,00000489,UNIT000009,Gói,true,true
P000427-V1,P000427,00027460,UNIT000001,Hộp x 30ml,true,true
P000428-V1,P000428,00030325,UNIT000002,Chai x 400ml,true,true
P000429-V1,P000429,00501471,UNIT000002,Chai x 400ml,true,true
P000430-V1,P000430,00050595,UNIT000001,Hộp x 90g,true,true
P000431-V1,P000431,00049552,UNIT000001,Hộp x 50ml,true,true
P000432-V1,P000432,00045232,UNIT000002,Chai x 310ml,true,true
P000433-V1,P000433,00501341,UNIT000002,Chai x 100ml,true,true
P000434-V1,P000434,00033500,UNIT000012,Tuýp x 50g,true,true
P000435-V1,P000435,00005936,UNIT000002,Chai x 150ml,true,true
P000436-V1,P000436,00016462,UNIT000002,Chai x 200ml,true,true
P000437-V1,P000437,00013450,UNIT000002,Chai x 200ml,true,true
P000438-V1,P000438,00016793,UNIT000012,Tuýp x 40ml,true,true
P000439-V1,P000439,00017988,UNIT000012,Tuýp x 50ml,true,true
P000440-V1,P000440,00029025,UNIT000002,Chai x 200ml,true,true
P000441-V1,P000441,00003997,UNIT000012,Tuýp x 150ml,true,true
P000442-V1,P000442,00050586,UNIT000001,Hộp x 250ml,true,true
P000443-V1,P000443,00050185,UNIT000001,Hộp x 10ml,true,true
P000444-V1,P000444,00050099,UNIT000001,Hộp x 100ml,true,true
P000445-V1,P000445,00049565,UNIT000001,Hộp x 25ml,true,true
P000446-V1,P000446,00049412,UNIT000001,Hộp x 250ml,true,true
P000447-V1,P000447,00049251,UNIT000001,Hộp x 100ml,true,true
P000448-V1,P000448,00047450,UNIT000001,Hộp x 50ml,true,true
P000449-V1,P000449,00046403,UNIT000002,Chai x 250ml,true,true
P000450-V1,P000450,00045933,UNIT000001,Hộp x 35ml,true,true
P000451-V1,P000451,00045253,UNIT000001,Hộp x 100ml,true,true
P000452-V1,P000452,00042313,UNIT000001,Hộp x 250ml,true,true
P000453-V1,P000453,00041654,UNIT000006,Hũ x 50g,true,true
P000454-V1,P000454,00041326,UNIT000001,Hộp x 160ml,true,true
P000455-V1,P000455,00038545,UNIT000001,Hộp x 30g,true,true
P000456-V1,P000456,00038303,UNIT000001,Hộp x 100ml,true,true
P000457-V1,P000457,00038301,UNIT000001,Hộp x 100ml,true,true
P000458-V1,P000458,00503328,UNIT000012,Tuýp x 65g,true,true
P000459-V1,P000459,00503327,UNIT000012,Tuýp x 70g,true,true
P000460-V1,P000460,00503305,UNIT000001,Hộp x 30g,true,true
P000461-V1,P000461,00502935,UNIT000001,Hộp x 30ml,true,true
P000462-V1,P000462,00502630,UNIT000002,Chai x 10ml,true,true
P000463-V1,P000463,00502628,UNIT000002,Chai x 9ml,true,true
P000464-V1,P000464,00502439,UNIT000012,Tuýp x 150ml,true,true
P000465-V1,P000465,00502306,UNIT000001,Hộp x 15ml,true,true
P000466-V1,P000466,00502305,UNIT000001,Hộp x 15ml,true,true
P000467-V1,P000467,00501076,UNIT000002,Chai x 250ml,true,true
P000468-V1,P000468,00501073,UNIT000002,Chai x 250ml,true,true
P000469-V1,P000469,00033663,UNIT000001,Hộp x 300ml,true,true
P000470-V1,P000470,00032957,UNIT000002,Chai x 500ml,true,true
P000471-V1,P000471,00345425,UNIT000002,Chai x 100ml,true,true
P000472-V1,P000472,00021441,UNIT000012,Tuýp x 75g,true,true
P000473-V1,P000473,00029177,UNIT000001,Hộp x 30g,true,true
P000474-V1,P000474,00029924,UNIT000012,Tuýp x 60g,true,true
P000475-V1,P000475,00031035,UNIT000002,Chai x 100ml,true,true
P000476-V1,P000476,00031658,UNIT000002,Chai x 250ml,true,true
P000477-V1,P000477,00031751,UNIT000012,Tuýp x 60g,true,true
P000478-V1,P000478,00031888,UNIT000001,Hộp x 30ml,true,true
P000479-V1,P000479,00049287,UNIT000001,Hộp x 30ml,true,true
P000480-V1,P000480,00048826,UNIT000001,Hộp x 18g,true,true
P000481-V1,P000481,00040681,UNIT000001,Hộp x 110g,true,true
P000482-V1,P000482,00039024,UNIT000001,Hộp x 100g,true,true
P000483-V1,P000483,00503323,UNIT000002,Chai x 800ml,true,true
P000484-V1,P000484,00502632,UNIT000002,Chai x 10ml,true,true
P000485-V1,P000485,00501595,UNIT000002,Chai x 250ml,true,true
P000486-V1,P000486,00501174,UNIT000001,Hộp x 30ml,true,true
P000487-V1,P000487,00016541,UNIT000012,Tuýp x 20g,true,true
P000488-V1,P000488,00017854,UNIT000002,Chai x 130g,true,true
P000489-V1,P000489,00028925,UNIT000012,Tuýp x 100ml,true,true
P000490-V1,P000490,00029863,UNIT000001,Hộp x 75g,true,true
P000491-V1,P000491,00031750,UNIT000012,Tuýp x 20g,true,true
P000492-V1,P000492,00050750,UNIT000002,Chai x 500ml,true,true
P000493-V1,P000493,00050749,UNIT000012,Tuýp x 75ml,true,true
P000494-V1,P000494,00050584,UNIT000002,Chai x 500ml,true,true
P000495-V1,P000495,00050192,UNIT000001,Hộp x 50ml,true,true
P000496-V1,P000496,00050189,UNIT000001,Hộp x 30ml,true,true
P000497-V1,P000497,00049689,UNIT000001,Hộp x 75ml,true,true
P000498-V1,P000498,00049588,UNIT000001,Hộp x 100ml,true,true
P000499-V1,P000499,00049567,UNIT000016,Cây x 15ml,true,true
P000500-V1,P000500,00049566,UNIT000002,Chai x 150ml,true,true
P000501-V1,P000501,00049346,UNIT000012,Tuýp x 200ml,true,true
P000502-V1,P000502,00048554,UNIT000002,Chai x 250ml,true,true
P000503-V1,P000503,00048481,UNIT000012,Tuýp x 60g,true,true
P000504-V1,P000504,00047493,UNIT000002,Chai x 500ml,true,true
P000505-V1,P000505,00047449,UNIT000001,Hộp x 50ml,true,true
P000506-V1,P000506,00047371,UNIT000006,Hũ x 180g,true,true
P000507-V1,P000507,00046404,UNIT000002,Chai x 250ml,true,true
P000508-V1,P000508,00045847,UNIT000001,Hộp x 200ml,true,true
P000509-V1,P000509,00044082,UNIT000001,Hộp x 160ml,true,true
P000510-V1,P000510,00044081,UNIT000001,Hộp x 160ml,true,true
P000511-V1,P000511,00041325,UNIT000001,Hộp x 160ml,true,true
P000512-V1,P000512,C042300000097,UNIT000002,Chai x 250ml,true,true
P000513-V1,P000513,00503584,UNIT000001,Hộp x 5.3g,true,true
P000514-V1,P000514,00503365,UNIT000001,Hộp x 15ml,true,true
P000515-V1,P000515,00502791,UNIT000001,Hộp x 50ml,true,true
P000516-V1,P000516,00502790,UNIT000002,Chai x 200ml,true,true
P000517-V1,P000517,00501445,UNIT000001,Hộp x 150ml,true,true
P000518-V1,P000518,00032801,UNIT000012,Tuýp x 20g,true,true
P000519-V1,P000519,00013661,UNIT000002,Chai x 105g,true,true
P000520-V1,P000520,00017294,UNIT000002,Chai x 100g,true,true
P000521-V1,P000521,00018561,UNIT000002,Chai x 500ml,true,true
P000522-V1,P000522,00022042,UNIT000002,Chai x 100ml,true,true
P000523-V1,P000523,00022400,UNIT000012,Tuýp x 2.5g,true,true
P000524-V1,P000524,00028926,UNIT000002,Chai x 150ml,true,true
P000525-V1,P000525,00028930,UNIT000002,Chai x 50ml,true,true
P000526-V1,P000526,00029047,UNIT000002,Chai x 100ml,true,true
P000527-V1,P000527,00029540,UNIT000002,Chai x 250ml,true,true
P000528-V1,P000528,00049637,UNIT000001,Hộp x 100ml,true,true
P000529-V1,P000529,00047487,UNIT000001,Hộp x 300ml,true,true
P000530-V1,P000530,00045397,UNIT000002,Chai x 500ml,true,true
P000531-V1,P000531,00041063,UNIT000012,Tuýp x 50ml,true,true
P000532-V1,P000532,00039951,UNIT000012,Tuýp x 25g,true,true
P000533-V1,P000533,00503907,UNIT000001,Hộp x 80g,true,true
P000534-V1,P000534,00503640,UNIT000012,Tuýp x 40ml,true,true
P000535-V1,P000535,00502233,UNIT000006,Hũ x 340g,true,true
P000536-V1,P000536,00502114,UNIT000002,Chai x 200ml,true,true
P000537-V1,P000537,00500392,UNIT000002,Chai x 250ml,true,true
P000538-V1,P000538,00500107,UNIT000002,Chai x 250ml,true,true
P000539-V1,P000539,00033833,UNIT000002,Chai x 400ml,true,true
P000540-V1,P000540,00007043,UNIT000001,Hộp x 60g,true,true
P000541-V1,P000541,00007071,UNIT000012,Tuýp x 30g,true,true
P000542-V1,P000542,00008289,UNIT000002,Chai x 50ml,true,true
P000543-V1,P000543,00007204,UNIT000012,Tuýp x 200g,true,true
P000544-V1,P000544,00001415,UNIT000002,Chai x 30g,true,true
P000545-V1,P000545,00015054,UNIT000002,Chai x 150ml,true,true
P000546-V1,P000546,00008426,UNIT000002,Chai x 250ml,true,true
P000547-V1,P000547,00008425,UNIT000001,Hộp x 500ml,true,true
P000548-V1,P000548,00008358,UNIT000012,Tuýp x 20g,true,true
P000549-V1,P000549,00007782,UNIT000012,Tuýp x 10g,true,true
P000550-V1,P000550,00004283,UNIT000002,Chai x 250ml,true,true
P000551-V1,P000551,00004281,UNIT000002,Chai x 250ml,true,true
P000552-V1,P000552,00004275,UNIT000002,Chai x 250ml,true,true
P000553-V1,P000553,00017796,UNIT000002,Chai x 500ml,true,true
P000554-V1,P000554,00018206,UNIT000012,Tuýp x 30g,true,true
P000555-V1,P000555,00018815,UNIT000012,Tuýp x 25g,true,true
P000556-V1,P000556,00022125,UNIT000001,Hộp x 30ml,true,true
P000557-V1,P000557,00022682,UNIT000001,Hộp x 100ml,true,true
P000558-V1,P000558,00032046,UNIT000001,Hộp 1 Tuýp x 75ml,true,true
P000559-V1,P000559,00032141,UNIT000002,Chai x 400ml,true,true
P000560-V1,P000560,00051660,UNIT000001,Hộp x 24ml,true,true
P000561-V1,P000561,00049345,UNIT000001,Hộp x 100ml,true,true
P000562-V1,P000562,00503057,UNIT000001,Hộp 1 Chai x 200ml,true,true
P000563-V1,P000563,00502437,UNIT000006,Hũ x 200ml,true,true
P000564-V1,P000564,00502418,UNIT000002,Chai x 500ml,true,true
P000565-V1,P000565,00500553,UNIT000001,Hộp 1 Chai x 100ml,true,true
P000566-V1,P000566,00500439,UNIT000002,Chai x 400ml,true,true
P000567-V1,P000567,00500391,UNIT000002,Chai x 150ml,true,true
P000568-V1,P000568,00345834,UNIT000012,Tuýp x 60ml,true,true
P000569-V1,P000569,00033831,UNIT000002,Chai x 400ml,true,true
P000570-V1,P000570,00033593,UNIT000012,Tuýp x 60ml,true,true
P000571-V1,P000571,00033027,UNIT000001,Hộp x 80g,true,true
P000572-V1,P000572,00032811,UNIT000001,Hộp x 50ml,true,true
P000573-V1,P000573,00032803,UNIT000012,Tuýp x 20g,true,true
P000574-V1,P000574,00000761,UNIT000002,Chai x 12ml,true,true
P000575-V1,P000575,00015125,UNIT000002,Chai x 150ml,true,true
P000576-V1,P000576,00006763,UNIT000012,Tuýp x 10g,true,true
P000577-V1,P000577,00016773,UNIT000002,Chai x 400ml,true,true
P000578-V1,P000578,00022683,UNIT000001,Hộp x 100ml,true,true
P000579-V1,P000579,00028324,UNIT000001,Hộp x 50ml,true,true
P000580-V1,P000580,00050235,UNIT000001,Hộp x 60g,true,true
P000581-V1,P000581,00050234,UNIT000001,Hộp x 60g,true,true
P000582-V1,P000582,00049636,UNIT000001,Hộp x 20ml,true,true
P000583-V1,P000583,00049159,UNIT000001,Hộp x 30ml,true,true
P000584-V1,P000584,00045396,UNIT000002,Chai x 250ml,true,true
P000585-V1,P000585,00045272,UNIT000012,Tuýp x 150ml,true,true
P000586-V1,P000586,00042889,UNIT000002,Chai x 280ml,true,true
P000587-V1,P000587,00042064,UNIT000001,Hộp x 200ml,true,true
P000588-V1,P000588,00040933,UNIT000001,Hộp x 80g,true,true
P000589-V1,P000589,00039078,UNIT000001,Hộp x 5ml,true,true
P000590-V1,P000590,00038587,UNIT000001,Hộp x 30ml,true,true
P000591-V1,P000591,00503477,UNIT000002,Chai x 250ml,true,true
P000592-V1,P000592,00503097,UNIT000002,Chai x 236ml,true,true
P000593-V1,P000593,00502627,UNIT000002,Chai x 30ml,true,true
P000594-V1,P000594,00502160,UNIT000001,Hộp x 150ml,true,true
P000595-V1,P000595,00502115,UNIT000012,Tuýp x 50ml,true,true
P000596-V1,P000596,00501580,UNIT000012,Tuýp x 200ml,true,true
P000597-V1,P000597,00501045,UNIT000001,Hộp x 50ml,true,true
P000598-V1,P000598,00033834,UNIT000002,Chai x 400ml,true,true
P000599-V1,P000599,00033830,UNIT000002,Chai x 295ml,true,true
P000600-V1,P000600,00033566,UNIT000001,Hộp 10 Chai x 6ml,true,false
P000600-V2,P000600,00033566,UNIT000002,10 Chai x 6ml,true,true
P000601-V1,P000601,00032822,UNIT000002,Chai x 270ml,true,true
P000602-V1,P000602,00013531,UNIT000002,Chai x 50ml,true,true
P000603-V1,P000603,00009909,UNIT000002,Chai x 473.1ml,true,true
P000604-V1,P000604,00004315,UNIT000012,Tuýp x 80g,true,true
P000605-V1,P000605,00007069,UNIT000012,Tuýp x 30g,true,true
P000606-V1,P000606,00001815,UNIT000002,Chai x 50g,true,true
P000607-V1,P000607,00003137,UNIT000012,Tuýp x 50g,true,true
P000608-V1,P000608,00008550,UNIT000002,Chai x 250ml,true,true
P000609-V1,P000609,00000533,UNIT000001,Hộp x 50ml,true,true
P000610-V1,P000610,00003995,UNIT000012,Tuýp x 40ml,true,true
P000611-V1,P000611,00003670,UNIT000012,Tuýp x 75g,true,true
P000612-V1,P000612,00015040,UNIT000001,Hộp x 60ml,true,true
P000613-V1,P000613,00014847,UNIT000001,Hộp x 50ml,true,true
P000614-V1,P000614,00014446,UNIT000002,Chai x 230ml,true,true
P000615-V1,P000615,00011283,UNIT000002,Chai x 295ml,true,true
P000616-V1,P000616,00010972,UNIT000012,Tuýp x 200ml,true,true
P000617-V1,P000617,00010619,UNIT000012,Tuýp x 75ml,true,true
P000618-V1,P000618,00006482,UNIT000001,Hộp x 100ml,true,true
P000619-V1,P000619,00006480,UNIT000002,Chai x 250ml,true,true
P000620-V1,P000620,00002916,UNIT000002,Chai x 200ml,true,true
P000621-V1,P000621,00018337,UNIT000017,Kít 3 Chai x 250ml,true,true
P000622-V1,P000622,00020671,UNIT000012,Tuýp x 20g,true,true
P000623-V1,P000623,00020739,UNIT000002,Chai x 150ml,true,true
P000624-V1,P000624,00022011,UNIT000012,Tuýp x 10g,true,true
P000625-V1,P000625,00022463,UNIT000001,Hộp 1 Tuýp x 20g,true,true
P000626-V1,P000626,00022541,UNIT000001,Hộp x 10ml,true,true
P000627-V1,P000627,00028696,UNIT000001,Hộp x 28.3g,true,true
P000628-V1,P000628,00032291,UNIT000002,Chai x 17ml,true,true
P000629-V1,P000629,00032508,UNIT000001,Hộp x 125ml,true,true
P000630-V1,P000630,00051098,UNIT000002,Chai x 500ml,true,true
P000631-V1,P000631,00028342,UNIT000002,Chai x 50ml,true,true
P000632-V1,P000632,00028928,UNIT000001,Hộp x 25g,true,true
P000633-V1,P000633,00029328,UNIT000002,Chai x 50ml,true,true
P000634-V1,P000634,00049158,UNIT000001,Hộp x 100ml,true,true
P000635-V1,P000635,00503831,UNIT000002,Chai x 170g,true,true
P000636-V1,P000636,00008290,UNIT000002,Chai x 20ml,true,true
P000637-V1,P000637,00045231,UNIT000001,Hộp x 50ml,true,true
P000638-V1,P000638,00045229,UNIT000001,Hộp x 50ml,true,true
P000639-V1,P000639,00044762,UNIT000001,Hộp x 50ml,true,true
P000640-V1,P000640,00044761,UNIT000012,Tuýp x 70g,true,true
P000641-V1,P000641,00041495,UNIT000001,Hộp x 180ml,true,true
P000642-V1,P000642,00039595,UNIT000002,Chai x 236ml,true,true
P000643-V1,P000643,00503574,UNIT000012,Tuýp x 40ml,true,true
P000644-V1,P000644,00500600,UNIT000002,Chai x 150ml,true,true
P000645-V1,P000645,00500599,UNIT000002,Chai x 150ml,true,true
P000646-V1,P000646,00500597,UNIT000002,Chai x 150ml,true,true
P000647-V1,P000647,00009520,UNIT000012,Tuýp x 200ml,true,true
P000648-V1,P000648,00005018,UNIT000012,Tuýp x 15ml,true,true
P000649-V1,P000649,00014217,UNIT000002,Chai x 400ml,true,true
P000650-V1,P000650,00020488,UNIT000001,Hộp x 150ml,true,true
P000651-V1,P000651,00049008,UNIT000001,Hộp x 15ml,true,true
P000652-V1,P000652,00046405,UNIT000001,Hộp x 20g,true,true
P000653-V1,P000653,00044380,UNIT000012,Tuýp x 7ml,true,true
P000654-V1,P000654,00043153,UNIT000001,Hộp x 15ml,true,true
P000655-V1,P000655,00042624,UNIT000001,Hộp x 50g,true,true
P000656-V1,P000656,00503082,UNIT000006,Hũ x 7g,true,true
P000657-V1,P000657,00503081,UNIT000006,Hũ x 7g,true,true
P000658-V1,P000658,00501596,UNIT000012,Tuýp x 30g,true,true
P000659-V1,P000659,00033861,UNIT000001,Hộp 18 Miếng,true,true
P000660-V1,P000660,00017670,UNIT000012,Tuýp x 30g,true,true
P000661-V1,P000661,00021234,UNIT000012,Tuýp x 20g,true,true
P000662-V1,P000662,00021309,UNIT000012,Tuýp x 35g,true,true
P000663-V1,P000663,00029176,UNIT000001,Hộp x 30g,true,true
P000664-V1,P000664,00029178,UNIT000001,Hộp x 30g,true,true
P000665-V1,P000665,00029788,UNIT000012,Tuýp x 20g,true,true
P000666-V1,P000666,00031306,UNIT000012,Tuýp x 25g,true,true
P000667-V1,P000667,00029923,UNIT000001,Hộp x 15g,true,true
P000668-V1,P000668,00032723,UNIT000001,Hộp x 30g,true,true
P000669-V1,P000669,00049708,UNIT000001,Hộp x 100ml,true,true
P000670-V1,P000670,00049301,UNIT000001,Hộp x 15g,true,true
P000671-V1,P000671,00043048,UNIT000001,Hộp x 50g,true,true
P000672-V1,P000672,00032782,UNIT000001,Hộp x 50g,true,true
P000673-V1,P000673,00010362,UNIT000012,Tuýp x 15ml,true,true
P000674-V1,P000674,00009953,UNIT000001,Hộp x 15ml,true,true
P000675-V1,P000675,00017302,UNIT000012,Tuýp x 20g,true,true
