ingredient_code,ingredient_name,ingredient_slug,description
ING000536,B-Citral,b-citral,
ING000537,a-Terpineol,a-terpineol,
ING000538,Diethyltoluamide,diethyltoluamide,15%
ING000539,Picaridin,picaridin,15%
ING000540,Ethanol,ethanol,
ING000541,Isopropyl Palmitate,isopropyl-palmitate,
ING000542,Glyceryl stearate,glyceryl-stearate,
ING000543,Cetyl alcohol,cetyl-alcohol,
ING000544,Cetearyl Alcohol,cetearyl-alcohol,
ING000545,Cocos nucifera Oil,cocos-nucifera-oil,
ING000546,Dimethicone,dimethicone,
ING000547,Palmitic Acid,palmitic-acid,
ING000548,Stearic acid,stearic-acid,
ING000549,Magnesium Aluminum Silicate,magnesium-aluminum-silicate,
ING000550,P-Anisic Acid,p-anisic-acid,
ING000551,Panthenol,panthenol,
ING000552,Sodium Ascorbyl Phosphate,sodium-ascorbyl-phosphate,
ING000553,Hydrolyzed Rice Bran Protein,hydrolyzed-rice-bran-protein,
ING000554,Milk protein,milk-protein,
ING000555,Magnesium aspartate,magnesium-aspartate,
ING000556,Zinc gluconate,zinc-gluconate,
ING000557,Copper gluconate,copper-gluconate,
ING000558,Alpha-pinene,alpha-pinene,
ING000559,Beta-pinene,beta-pinene,
ING000560,Beta-myrcene,beta-myrcene,
ING000561,beta-phellandrene,beta-phellandrene,
ING000562,Cymol,cymol,
ING000563,Alpha-Terpineol,alpha-terpineol,
ING000564,Alpha-citral,alpha-citral,
ING000565,Estragole,estragole,
ING000566,Beta-citral,beta-citral,
ING000567,Anethole,anethole,
ING000568,Benzaldehyde,benzaldehyde,
ING000569,4-methoxy,4-methoxy,
ING000570,Triacetin,triacetin,
ING000571,Gamma-terpinene,gamma-terpinene,
ING000572,alpha-curcumene,alpha-curcumene,
ING000573,Beta-bisabolene,beta-bisabolene,
ING000574,Beta-sesquiphellandrene,beta-sesquiphellandrene,
ING000575,Zea mays (corn) starch,zea-mays-corn-starch,
ING000576,Tricalcium phosphate,tricalcium-phosphate,
ING000577,Sorbitan Laurate,sorbitan-laurate,
ING000578,Eucalyptus Globulus Leaf Oil,eucalyptus-globulus-leaf-oil,
ING000579,Dilauryl Citrate,dilauryl-citrate,
ING000580,Polyglyceryl-4 Laurate,polyglyceryl-4-laurate,
ING000581,Acrylates,acrylates,
ING000582,triethanolamine,triethanolamine,
ING000583,Alcohol Denat,alcohol-denat,
ING000584,Caprylyl glycol,caprylyl-glycol,
ING000585,hương thơm,huong-thom,
ING000586,Tơ nhân tạo,to-nhan-tao,50%
ING000587,Bơ hạt mỡ,bo-hat-mo,
ING000588,Cocamidopropyl – PG – dimomium chloride phosphate,cocamidopropyl-pg-dimomium-chloride-phosphate,
ING000589,Hexandediol,hexandediol,
ING000590,Nước tinh khiết R.O,nuoc-tinh-khiet-ro,
ING000591,Benzalkonium Chloride,benzalkonium-chloride,
ING000592,Polyaminopropyl Biguanide,polyaminopropyl-biguanide,
ING000593,benzoat sodium,benzoat-sodium,
ING000594,Bạch dương,bach-duong,
ING000595,Pentylene Glycol,pentylene-glycol,
ING000596,Non-filbre Fabric,non-filbre-fabric,
ING000597,Chlorhexidine Gluconate Solution,chlorhexidine-gluconate-solution,
ING000598,Non-filbre Fabric (60% rayon),non-filbre-fabric-60percent-rayon, 
ING000599,13-Tetraazatetradecanediimidamide,13-tetraazatetradecanediimidamide, 
ING000600,4-chlorophenyl,4-chlorophenyl, 
ING000601,12-diimino-di-D-gluconate,12-diimino-di-d-gluconate, 
ING000602,Hexamethy-lenebis,hexamethy-lenebis, 
ING000603,Cồn thực phẩm,con-thuc-pham, 
ING000604,Pinene,pinene,
ING000605,Terpinen-4-ol,terpinen-4-ol,
ING000606,Citral,citral,
ING000607,Tinh dầu hương nhu,tinh-dau-huong-nhu,
ING000608,Tinh dầu hương Thảo,tinh-dau-huong-thao,
ING000609,Ngải cứu,ngai-cuu,
ING000610,Kinh giới,kinh-gioi,
ING000611,Xuyên tâm liên,xuyen-tam-lien,
ING000612,Cúc tần,cuc-tan,
ING000613,Ngũ trảo,ngu-trao,
ING000614,Tinh Dầu Vỏ Chanh,tinh-dau-vo-chanh,
ING000615,Cỏ Xạ Hương,co-xa-huong,
ING000616,Mineral oil,mineral-oil,
ING000617,2-propanol,2-propanol,
ING000618,"1,1'-Oxybis(2-propanol)",11-oxybis2-propanol,
ING000619,Linalyl Acetate,linalyl-acetate,
ING000620,Alpha-zingiberene,alpha-zingiberene,
ING000621,Germacrene,germacrene,
ING000622,1-(4-isopropylphenyl)-2-menthylpropyl acetate,1-4-isopropylphenyl-2-menthylpropyl-acetate,
ING000623,Methyl dihydrojasmonate,methyl-dihydrojasmonate,
ING000624,Citronellol,citronellol,
ING000625,Versalide,versalide,
ING000626,Ethylene brassylate,ethylene-brassylate,
ING000627,Potassium Thioglycolate,potassium-thioglycolate,
ING000628,Paraffinum Liquidum,paraffinum-liquidum,
ING000629,Calcium Hydroxide,calcium-hydroxide,
ING000630,Ceteareth-20,ceteareth-20,
ING000631,Talc,talc,
ING000632,Parfum,parfum,
ING000633,Polyethylene,polyethylene,
ING000634,Sodium Gluconate,sodium-gluconate,
ING000635,Butyrospermum Parkii Butter,butyrospermum-parkii-butter,
ING000636,Hexyl cinnamal,hexyl-cinnamal,
ING000637,Urea,urea,
ING000638,Ceteareth 20,ceteareth-20,
ING000639,Potassium carbonate,potassium-carbonate,
ING000640,Magnesium Trisilicate,magnesium-trisilicate,
ING000641,Propylene Glycol Dicaprylate/Dicaprate,propylene-glycol-dicaprylatedicaprate,
ING000642,Butylphenyl Methylpropional,butylphenyl-methylpropional,
ING000643,Acrylates Copolymer,acrylates-copolymer,
ING000644,Lithium Magnesium Sodium Silicate,lithium-magnesium-sodium-silicate,
ING000645,Aloe barbadensis leaf juice,aloe-barbadensis-leaf-juice,
ING000646,Thép không gỉ,thep-khong-gi, 
ING000647,Hippophae Rhamnoides Kernel Extract,hippophae-rhamnoides-kernel-extract,
ING000648,"1,2-Hexanediol",12-hexanediol,
ING000649,Methylpropanediol,methylpropanediol,
ING000650,Tromethamine,tromethamine,
ING000651,Adenosin,adenosin,
ING000652,Honey,honey,
ING000653,Citrus aurantium dulcis peel oil,citrus-aurantium-dulcis-peel-oil,
ING000654,Vitis Vinifera Fruit,vitis-vinifera-fruit,
ING000655,Disodium Cococyl Glutamate,disodium-cococyl-glutamate,
ING000656,Coco-betaine,coco-betaine,
ING000657,Salicylic acid,salicylic-acid,
ING000658,Acrylates/C10-C30 Alkyl Acrylate Crosspolymer,acrylatesc10-c30-alkyl-acrylate-crosspolymer,
ING000659,Parfum (Fragrance),parfum-fragrance,
ING000660,Myristic acid,myristic-acid,
ING000661,Lauric Acid,lauric-acid,
ING000662,Potassium Cocoyl Glycinate,potassium-cocoyl-glycinate,
ING000663,Potassium hydroxide,potassium-hydroxide,
ING000664,Glycol Distearate,glycol-distearate,
ING000665,Disodium Cocoamphodiacetate,disodium-cocoamphodiacetate,
ING000666,Lauryl Hydroxysultaine,lauryl-hydroxysultaine,
ING000667,Peg-6 Caprylic,peg-6-caprylic,
ING000668,PEG-7 Glyceryl Cocoate,peg-7-glyceryl-cocoate,
ING000669,Disodium EDTA,disodium-edta,
ING000670,Ethylhexyl Glycerin,ethylhexyl-glycerin,
ING000671,Centella Asiatica Leaf Extract,centella-asiatica-leaf-extract,
ING000672,Dipropylene glycol,dipropylene-glycol,
ING000673,Tripropylene glycol,tripropylene-glycol,
ING000674,Steertrimonium chloride,steertrimonium-chloride,
ING000675,Charcoal Powder,charcoal-powder,
ING000676,Kaolin,kaolin,
ING000677,Lactic Acid,lactic-acid,
ING000678,Vlalic acid,vlalic-acid,
ING000679,Sea clay extract,sea-clay-extract,
ING000680,Camellia Sinensis Leaf Extract,camellia-sinensis-leaf-extract,
ING000681,Dipropyleneglycol,dipropyleneglycol,
ING000682,Tetrasodium EDTA,tetrasodium-edta,
ING000683,Camellia japonica seed oil,camellia-japonica-seed-oil,
ING000684,Cetyl-PG Hydroxyethyl Palmitamide,cetyl-pg-hydroxyethyl-palmitamide,
ING000685,Polyquaternium-7,polyquaternium-7,
ING000686,Glyceryl stearate SE,glyceryl-stearate-se,
ING000687,Coix Lacryma-Jobi Ma-Yuen Seed Extract,coix-lacryma-jobi-ma-yuen-seed-extract,0.01%
ING000688,Dipotassium Glycyrrhizinate,dipotassium-glycyrrhizinate,0.2%
ING000689,Aqua/ Water,aqua-water,
ING000690,Persica (Peach) Leaf Extract,persica-peach-leaf-extract,
ING000691,Aloe barbadensis leaf extract,aloe-barbadensis-leaf-extract,
ING000692,Glycol Stearate,glycol-stearate,
ING000693,Water purified,water-purified,
ING000694,Propanediol,propanediol,
ING000695,Tartaric acid,tartaric-acid,
ING000696,Glycolic acid,glycolic-acid,
ING000697,Sodium lactate,sodium-lactate,
ING000698,Rhamnose,rhamnose,
ING000699,glycyrrhiza uralensis,glycyrrhiza-uralensis,
ING000700,Backhousia Citriodora Leaf Extract,backhousia-citriodora-leaf-extract,
ING000701,Zinc Lactate,zinc-lactate,
ING000702,Polyacrylate Crosspolymer-6,polyacrylate-crosspolymer-6,
ING000703,Asiaticosid,asiaticosid,
ING000704,Madecassic acid,madecassic-acid,
ING000705,Asiatic acid,asiatic-acid,
ING000706,Glycosyl Trehalose＆Hydrogenated Starch Hydrolysate,glycosyl-trehalosehydrogenated-starch-hydrolysate,
ING000707,Cyclopentasiloxane,cyclopentasiloxane,
ING000708,Peg-10 dimethicone,peg-10-dimethicone,
ING000709,Disteardimonium Hectorite,disteardimonium-hectorite,
ING000710,Tranexamic acid,tranexamic-acid,
ING000711,Petrolatum,petrolatum,
ING000712,Cetyl ethylhexanoate,cetyl-ethylhexanoate,
ING000713,Morus Alba Root Extract,morus-alba-root-extract,
ING000714,Aspalathus Linearis Extract,aspalathus-linearis-extract,
ING000715,Achillea Millefolium Extract,achillea-millefolium-extract,
ING000716,Sodium Trehalose Sulfate,sodium-trehalose-sulfate,
ING000717,Geranium Robertianum Extract,geranium-robertianum-extract,
ING000718,Polyphosphorylcholine Glycol Acrylate,polyphosphorylcholine-glycol-acrylate,
ING000719,Isodonis Japonicus Leaf,isodonis-japonicus-leaf,
ING000720,Ectoin,ectoin,
ING000721,Magnesium sulfate,magnesium-sulfate,
ING000722,Citrus Aurantium Dulcis (Orange) Flower Water,citrus-aurantium-dulcis-orange-flower-water,
ING000723,Calcium Pantetheine Sulfonate,calcium-pantetheine-sulfonate,
ING000724,Melaleuca Alternifolia Essential oil,melaleuca-alternifolia-essential-oil,
ING000725,Trisodium Ethylenediamine Disuccinate,trisodium-ethylenediamine-disuccinate,
ING000726,Glycereth-26,glycereth-26,
ING000727,o-Cymen-5-ol,o-cymen-5-ol,
ING000728,Centella Asiatica Extract,centella-asiatica-extract,
ING000729,Benincasa cerfera extract (bí đao),benincasa-cerfera-extract-bi-dao,
ING000730,Betaine,betaine,
ING000731,Polyglyceryl-4 Caprylate,polyglyceryl-4-caprylate,
ING000732,Ceteareth 25,ceteareth-25, 
ING000733,Disodium Laureth Sulfate,disodium-laureth-sulfate, 
ING000734,Ethylene glycol distearate,ethylene-glycol-distearate, 
ING000735,Morus alba root bark,morus-alba-root-bark, 
ING000736,Ergosterol,ergosterol, 
ING000737,Tetrahydrocurcumin,tetrahydrocurcumin, 
ING000738,Pyrus Malus (Apple) Fruit Extract,pyrus-malus-apple-fruit-extract, 
ING000739,Macadamia Ternifolia Seed Oil,macadamia-ternifolia-seed-oil,
ING000740,Sodium Acrylate/ Sodium Acryloyldimethyl Taurate Copolymer,sodium-acrylate-sodium-acryloyldimethyl-taurate-copolymer,
ING000741,Polysorbate 60,polysorbate-60,
ING000742,Arachidyl alcohol,arachidyl-alcohol,
ING000743,Behenyl alcohol,behenyl-alcohol,
ING000744,Dextrin,dextrin,
ING000745,Capric Triglyceride,capric-triglyceride,
ING000746,Isohexadecane,isohexadecane,
ING000747,alpha-Arbutin,alpha-arbutin,
ING000748,Arachidyl Glucoside,arachidyl-glucoside,
ING000749,Hydroxyehtyl Acrylate/Sodium Acryioyldimethyl Taurate Copolymer,hydroxyehtyl-acrylatesodium-acryioyldimethyl-taurate-copolymer,
ING000750,Tannesimna Flower Extract,tannesimna-flower-extract,
ING000751,Allantoin Bisabolol Phenoxyethanol,allantoin-bisabolol-phenoxyethanol,
ING000752,CI 76255,ci-76255,
ING000753,Disodium Laureth Sulfosuccinate,disodium-laureth-sulfosuccinate,
ING000754,Sodium Laureth Sulfate,sodium-laureth-sulfate,
ING000755,Peg-120 Methyl Glucose Dioleate,peg-120-methyl-glucose-dioleate,
ING000756,Calcium gluconate,calcium-gluconate,
ING000757,Sarcosine,sarcosine,
ING000758,Sodium cocoamphoacetate,sodium-cocoamphoacetate,
ING000759,Sodium Cocoyl Glycinate,sodium-cocoyl-glycinate,
ING000760,Sodium Cocoyl Apple Amino Acids,sodium-cocoyl-apple-amino-acids,
ING000761,Melia Azadirachta Leaf Extract,melia-azadirachta-leaf-extract,
ING000762,Melaleuca Alternifolia (Tea Tree) Leaf,melaleuca-alternifolia-tea-tree-leaf,
ING000763,phenylbenzimidazole sulfonic acid,phenylbenzimidazole-sulfonic-acid,
ING000764,Octocrylene,octocrylene,
ING000765,Dicaprylyl Carbonate,dicaprylyl-carbonate,
ING000766,Simmondsia Chinensis (Jojoba) Seed Oil,simmondsia-chinensis-jojoba-seed-oil,
ING000767,Caesalpinia Spinosa Gum,caesalpinia-spinosa-gum,
ING000768,Calendula Officinalis Flower Extract,calendula-officinalis-flower-extract,
ING000769,Zinc oxide,zinc-oxide,
ING000770,Butyl Methoxydibenzoylmethane,butyl-methoxydibenzoylmethane,
ING000771,PVP,pvp,
ING000772,Chlorphenesin,chlorphenesin,
ING000773,Polyacrylate-13,polyacrylate-13,
ING000774,Chondrus crispus,chondrus-crispus,
ING000775,Polyisobutene,polyisobutene,
ING000776,PEG/PPG-17/6 copolymer,pegppg-176-copolymer,
ING000777,Trehalose,trehalose,
ING000778,hydroxyethyl urea,hydroxyethyl-urea,
ING000779,Glyceryl Glucoside,glyceryl-glucoside,
ING000780,sea water,sea-water,
ING000781,Hydrolyzed Collagen,hydrolyzed-collagen,
ING000782,hydrolyzed conchiolin protein,hydrolyzed-conchiolin-protein,
ING000783,Pearl Extract,pearl-extract,
ING000784,Undaria Pinnatifida Extract,undaria-pinnatifida-extract,
ING000785,Codium pragiie extract,codium-pragiie-extract,
ING000786,Enteromorpha compressa extract,enteromorpha-compressa-extract,
ING000787,Laminaria Angustata Extract,laminaria-angustata-extract,
ING000788,Salicornia herbacea extract,salicornia-herbacea-extract,
ING000789,Hydrolyzed Hyaluronic Acid,hydrolyzed-hyaluronic-acid,
ING000790,Isononyl Isononanoate,isononyl-isononanoate,
ING000791,"Xylitylglucoside, Anhydroxylitol, Xylitol",xylitylglucoside-anhydroxylitol-xylitol,
ING000792,"Cetearyl alcohol, Dicetyl Phosphate, Ceteth-10",cetearyl-alcohol-dicetyl-phosphate-ceteth-10,
ING000793,"cetearyl alcohol, Dicetyl Phosphate, Ceteth-10 Phosphate",cetearyl-alcohol-dicetyl-phosphate-ceteth-10-phosphate,
ING000794,"lecithin, arbutin, linolenic acid, lenoleic acid, tocopheryl acetate, ascorbyl palmitate, glutathione, alcohol, aqua",lecithin-arbutin-linolenic-acid-lenoleic-acid-tocopheryl-acetate-ascorbyl-palmitate-glutathione-alcohol-aqua,
ING000795,"Phenoxyethanol, Ethylhexyglycerin",phenoxyethanol-ethylhexyglycerin,
ING000796,Phytic Acid,phytic-acid,
ING000797,Pyridoxine hydrocloride,pyridoxine-hydrocloride,
ING000798,Melaleuca alternifolia leaf,melaleuca-alternifolia-leaf,
ING000799,Sorbitan Stearate,sorbitan-stearate,
ING000800,Squalane,squalane,
ING000801,Hydrogenated Coco-glycerides,hydrogenated-coco-glycerides,
ING000802,Triethylhexanoin,triethylhexanoin,
ING000803,Peg-25 Stearate,peg-25-stearate,
ING000804,Phytosterols,phytosterols,
ING000805,Propylparaben,propylparaben,
ING000806,Carthamus Tinctorius Flower Bud Extract,carthamus-tinctorius-flower-bud-extract,
ING000807,Hydrogenated Lecithin,hydrogenated-lecithin,
ING000808,"Bis-Ethoxydiglycol Cyclohexane 1,4-Dicarboxylate",bis-ethoxydiglycol-cyclohexane-14-dicarboxylate,
ING000809,Nelumbo Nucifera Flower Extract,nelumbo-nucifera-flower-extract,
ING000810,Madecassoside,madecassoside,
ING000811,Schisandra Fruit,schisandra-fruit,
ING000812,Cyanocobalamin,cyanocobalamin,
ING000813,Xylitylglucoside,xylitylglucoside,
ING000814,Anhydroxylitol,anhydroxylitol,
ING000815,Rosa Damascena Flower Wate,rosa-damascena-flower-wate,
ING000816,Cyclohexasiloxane,cyclohexasiloxane,
ING000817,Peg-9 Polydimethylsiloxyethyl Dimethicone,peg-9-polydimethylsiloxyethyl-dimethicone,
ING000818,Diphenylsiloxy Phenyl Trimethicone,diphenylsiloxy-phenyl-trimethicone,
ING000819,Dimethicon,dimethicon,
ING000820,Sorbitan Sesquiisostearate,sorbitan-sesquiisostearate,
ING000821,Aluminum hydroxide,aluminum-hydroxide,
ING000822,Iron oxides,iron-oxides,
ING000823,Dimethicone/Vinyl Dimethicone Crosspolymer,dimethiconevinyl-dimethicone-crosspolymer,
ING000824,Sucrose Palmitate,sucrose-palmitate,
ING000825,Peg-20 Glyceryl Isostearate,peg-20-glyceryl-isostearate,
ING000826,PEG-7 Caprylic/Capric Glycerides,peg-7-capryliccapric-glycerides,
ING000827,Diglycerin,diglycerin,
ING000828,Isopentyldiol,isopentyldiol,
ING000829,Akebia Trifoliata Stem Extract,akebia-trifoliata-stem-extract,
ING000830,Pentasodium pentetate,pentasodium-pentetate,
ING000831,Tocopherol,tocopherol,
ING000832,Asco-rbyl Glucoside,asco-rbyl-glucoside,
ING000833,Hydroxypropyl methylce -llulose,hydroxypropyl-methylce-llulose,
ING000834,Moroccan Lava Clay,moroccan-lava-clay,
ING000835,Polyphospho-rylcholine Glycol Acrylate,polyphospho-rylcholine-glycol-acrylate,
ING000836,Peg-75,peg-75,
ING000837,algin,algin,
ING000838,Lactobacillus,lactobacillus,
ING000839,Rosa Multiflora Fruit Extract,rosa-multiflora-fruit-extract,
ING000840,Aqua/Water/EAU,aquawatereau,
ING000841,Coco-Glucoside,coco-glucoside,
ING000842,Poloxamer 184,poloxamer-184,
ING000843,Cetrimonium Bromide,cetrimonium-bromide,
ING000844,Undaria pinnatifida,undaria-pinnatifida,
ING000845,Laminaria japonica,laminaria-japonica,
ING000846,Ecklonia cava extract,ecklonia-cava-extract,
ING000847,Butylen glycol,butylen-glycol,
ING000848,Hydroxyacetophenone,hydroxyacetophenone,
ING000849,Geranium maculatum,geranium-maculatum,
ING000850,Althaea rosea flower,althaea-rosea-flower,
ING000851,Collagen,collagen,
ING000852,Panax Ginseng Extract,panax-ginseng-extract,
ING000853,Illicium Verum Extract,illicium-verum-extract,
ING000854,Fruit Extract,fruit-extract,
ING000855,Phenoxy ethanol,phenoxy-ethanol,
ING000856,Tocophery acetate,tocophery-acetate,
ING000857,Chamaecyparis Obtusa Water,chamaecyparis-obtusa-water,
ING000858,Retinol,retinol,
ING000859,Capsicum Annuum Fruit,capsicum-annuum-fruit,
ING000860,Citrus Limon (Lemon),citrus-limon-lemon,
ING000861,Tomato (Solanum Lycopersicum) Extract,tomato-solanum-lycopersicum-extract,
ING000862,Cucumis Sativus Fruit Extract,cucumis-sativus-fruit-extract,
ING000863,Oenothera biennis l. oil,oenothera-biennis-l-oil,
ING000864,Chamomile recutita,chamomile-recutita,
ING000865,Freesia Refacta,freesia-refacta,
ING000866,Hydrolyzed Extensin,hydrolyzed-extensin,
ING000867,Actinidia Chinensis Fruit Extract,actinidia-chinensis-fruit-extract,
ING000868,Hyaluronic acid,hyaluronic-acid,
ING000869,Ethylhexyglycerin,ethylhexyglycerin,
ING000870,Glyceryl polyacrylate,glyceryl-polyacrylate,
ING000871,Caviar Extract,caviar-extract,
ING000872,Ethylhexyl Palmitate,ethylhexyl-palmitate,
ING000873,Pentaerythrityl Tetraethylhexanoate,pentaerythrityl-tetraethylhexanoate,
ING000874,Peg-12 Isostearate,peg-12-isostearate,
ING000875,Beeswax,beeswax,
ING000876,Portulaca Oleracea Extract,portulaca-oleracea-extract,
ING000877,Arnica Montana Flower Extract,arnica-montana-flower-extract,
ING000878,Helianthus Annuus (Sunflower) Seed Oil,helianthus-annuus-sunflower-seed-oil,
ING000879,Ceramide NP,ceramide-np,
ING000880,Phytosphingosine,phytosphingosine,
ING000881,Moringa Pterygosperma Seed Extract,moringa-pterygosperma-seed-extract,
ING000882,acrylates/C10-30 alkyl acrylate crosspolymer,acrylatesc10-30-alkyl-acrylate-crosspolymer,
ING000883,Adenosine,adenosine,
ING000884,Thiamine HCl,thiamine-hcl,
ING000885,Riboflavin,riboflavin,
ING000886,Niacin,niacin,
ING000887,Carnitine HCl,carnitine-hcl,
ING000888,Pantothenic acid,pantothenic-acid,
ING000889,Biotin,biotin,
ING000890,Folic Acid,folic-acid,
ING000891,Acid Ascorbic,acid-ascorbic,
ING000892,Candida albicans,candida-albicans,
ING000893,Glyceryl Linoleate,glyceryl-linoleate,
ING000894,Polygonum Root,polygonum-root,
ING000895,Lime (citrus),lime-citrus,
ING000896,Cocos Nucifera (Coconut) Oil,cocos-nucifera-coconut-oil,
ING000897,Glyceryl Linolenate,glyceryl-linolenate,
ING000898,Malus Domestica Fruit Water,malus-domestica-fruit-water,
ING000899,Glyceryl Arachidonate,glyceryl-arachidonate,
ING000900,Ascorbyl palmitate,ascorbyl-palmitate,
ING000901,Melaleuca Alternifolia (Tea Tree) Leaf Extract,melaleuca-alternifolia-tea-tree-leaf-extract,
ING000902,Saccharomyces/Iron Ferment,saccharomycesiron-ferment,
ING000903,Ascorbic Acid,ascorbic-acid,
ING000904,Myrica Cerifera Fruit Wax,myrica-cerifera-fruit-wax,
ING000905,Citrus Junos Fruit Extract,citrus-junos-fruit-extract,
ING000906,Pueraria Lobata,pueraria-lobata,
ING000907,Asiaticoside,asiaticoside,
ING000908,Viscum Album (Mistletoe) Extract,viscum-album-mistletoe-extract,
ING000909,Rosmarinus Officinalis (Rosemary) Extract,rosmarinus-officinalis-rosemary-extract,
ING000910,Opuntia Ficus-Indica Stem Extract,opuntia-ficus-indica-stem-extract,
ING000911,Hydroxypropyl Guar Hydroxypropyltrimonium Chloride,hydroxypropyl-guar-hydroxypropyltrimonium-chloride,
ING000912,Sodium Acetylated Hyaluronate,sodium-acetylated-hyaluronate,
ING000913,Kaempferia Galanga Root Extract,kaempferia-galanga-root-extract,
ING000914,Pinus radiata bark extract,pinus-radiata-bark-extract,
ING000915,Punica Granatum Fruit Extract,punica-granatum-fruit-extract,
ING000916,Caprylic/capric triglyceride,capryliccapric-triglyceride,
ING000917,Tocopherols,tocopherols,
ING000918,Sodium ascorbate,sodium-ascorbate,
ING000919,Tea tree oil,tea-tree-oil,
ING000920,Caprylic/capric triglycerides,capryliccapric-triglycerides,
ING000921,Capryloyl Glycine,capryloyl-glycine,
ING000922,Propanol-2,propanol-2,
ING000923,Ascorbyl Glucoside,ascorbyl-glucoside,
ING000924,Glycerin/Oxybutylene Copolymer Stearyl Ether,glycerinoxybutylene-copolymer-stearyl-ether,
ING000925,Polyquaternium-39,polyquaternium-39,
ING000926,Emulsifying Wax,emulsifying-wax,
ING000927,Almond oil,almond-oil,
ING000928,Glycerol,glycerol,
ING000929,Sodium PCA 2-Phenoxyethanol,sodium-pca-2-phenoxyethanol, 
ING000930,Stearyl Glycyrrhetinate,stearyl-glycyrrhetinate,
ING000931,Olive oil,olive-oil,
