manufacturer_code,manufacturer_name,manufacturer_slug
MFR001401,CT CP DƯỢC PHẨM AN THIÊN,ct-cp-duoc-pham-an-thien
MFR001402,MEGA LIFESCIENCES PUBLIC COMPANY,mega-lifesciences-public-company
MFR001403,BAROQUE PHARMACEUTICALS PVT. LTD - ẤN ĐỘ,baroque-pharmaceuticals-pvt-ltd-an-do
MFR001404,Gracure Pharmaceuticals,gracure-pharmaceuticals
MFR001405,AUROCHEM PHARMACEUTICALS,aurochem-pharmaceuticals
MFR001406,CÔNG TY CPDP IMEXPHARM,cong-ty-cpdp-imexpharm
MFR001407,APIMED PHARMA,apimed-pharma
MFR001408,SHINPOONG DAEWOO,shinpoong-daewoo
MFR001409,LESVI,lesvi
MFR001410,CÔNG TY CỔ PHẦN DƯỢC PHẨM THÀNH NAM (KHÁNH HỘI),cong-ty-co-phan-duoc-pham-thanh-nam-khanh-hoi
MFR001411,"J.Uriach Y Compania, S.A",juriach-y-compania-sa
MFR001412,CÔNG TY CỔ PHẦN DƯỢC PHẨM TW3,cong-ty-co-phan-duoc-pham-tw3
MFR001413,"LABORATORIOS LESVI/ Neuraxpharm Pharmaceuticals, S.L",laboratorios-lesvi-neuraxpharm-pharmaceuticals-sl
MFR001414,CTY CỔ PHẦN DƯỢC PHẨM BOSTON VIỆT NAM,cty-co-phan-duoc-pham-boston-viet-nam
MFR001415,CÔNG TY CỔ PHẦN FRESENIUS KABI BIDIPHAR,cong-ty-co-phan-fresenius-kabi-bidiphar
MFR001416,"ARISTOPHARMA., LTD",aristopharma-ltd
MFR001417,CÔNG TY CP DP AMPHARCO U.S.A,cong-ty-cp-dp-ampharco-usa
MFR001418,FULTON MEDICINALI S.P.A.,fulton-medicinali-spa
MFR001419,Việt Phúc,viet-phuc
MFR001420,FATACO,fataco
MFR001421,Novartis Pharma Stein AG,novartis-pharma-stein-ag
MFR001422,SUN PHARMA,sun-pharma
MFR001423,Y-MED,y-med
MFR001424,LEOPARD MEDICAL,leopard-medical
MFR001425,Công ty cổ phần dược phẩm S.Pharm,cong-ty-co-phan-duoc-pham-spharm
MFR001426,CÔNG TY CỔ PHẦN DƯỢC VTYT HẢI DƯƠNG,cong-ty-co-phan-duoc-vtyt-hai-duong
MFR001427,"MUNDIPHARMA PHARM., LTD",mundipharma-pharm-ltd
MFR001428,ENGELHARD ARZNEMITTEL GMBH & CO.KG,engelhard-arznemittel-gmbh-and-cokg
MFR001429,CÔNG TY TNHH DƯỢC PHẨM VIỆT PHÚC,cong-ty-tnhh-duoc-pham-viet-phuc
MFR001430,DETAPHAM,detapham
MFR001431,MERZ,merz
MFR001432,Encube Ethicals Private Ltd,encube-ethicals-private-ltd
MFR001433,Betadine,betadine
MFR001434,Axcel,axcel
MFR001435,STADA Arzneimittel AG,stada-arzneimittel-ag
MFR001436,Agio Pharmaceuticals Ltd.,agio-pharmaceuticals-ltd
MFR001437,JNTL CONSUMER HEALTH (FRANCE) S.A.S,jntl-consumer-health-france-sas
MFR001438,YASH MEDICARE,yash-medicare
MFR001439,HÓA DƯỢC VN,hoa-duoc-vn
MFR001440,CÔNG TY CỔ PHẦN DƯỢC PHẨM GIA NGUYỄN,cong-ty-co-phan-duoc-pham-gia-nguyen
MFR001441,Laboratorio Edol Produtos Farmaceuticos S.A.,laboratorio-edol-produtos-farmaceuticos-sa
MFR001442,S Kant Healthcare Limited,s-kant-healthcare-limited
MFR001443,FARMALABOR,farmalabor
MFR001444,CÔNG TY TNHH  ROHTO-MENTHOLATUM VIET NAM,cong-ty-tnhh-rohto-mentholatum-viet-nam
MFR001445,CONTRACTUBEX,contractubex
MFR001446,JANSSEN CILAG S.P.A,janssen-cilag-spa
MFR001447,OINTMENT,ointment
MFR001448,CSSX THUỐC YHCT BẢO PHƯƠNG,cssx-thuoc-yhct-bao-phuong
MFR001449,OLIC LIMITED,olic-limited
MFR001450,CÔNG TY CP DƯỢC HẬU GIANG,cong-ty-cp-duoc-hau-giang
MFR001451,AGIO PHARMACEUTICALS LTD,agio-pharmaceuticals-ltd
MFR001452,GLENMARK PHARMACEUTICALS LTD.,glenmark-pharmaceuticals-ltd
MFR001453,Satyam,satyam
MFR001454,CÔNG TY CỔ PHẦN DƯỢC PHẨM MINH HẢI,cong-ty-co-phan-duoc-pham-minh-hai
MFR001455,Công ty cổ phần LD dược phẩm Medipharco-Tenamyd,cong-ty-co-phan-ld-duoc-pham-medipharco-tenamyd
MFR001456,DELTAPHARM,deltapharm
MFR001457,Leo Laboratories Limited,leo-laboratories-limited
MFR001458,Công ty Cổ phần Thương mại Dược phẩm Quang Minh,cong-ty-co-phan-thuong-mai-duoc-pham-quang-minh
MFR001459,METROGYL,metrogyl
MFR001460,Medipharm,medipharm
MFR001461,GLENMARK PHARMACEUTICALS LTD,glenmark-pharmaceuticals-ltd
MFR001462,CTY CP DP CPC1 HÀ NỘI,cty-cp-dp-cpc1-ha-noi
MFR001463,REPLEK FARM LTD. SKOPJE,replek-farm-ltd-skopje
MFR001464,CÔNG TY TNHH TRAPHACO HƯNG YÊN,cong-ty-tnhh-traphaco-hung-yen
MFR001465,VCP,vcp
MFR001466,THE MADRAS PHARM,the-madras-pharm
MFR001467,"YASH MEDICARE PVT., LTD",yash-medicare-pvt-ltd
MFR001468,CTY CP DƯỢC HÀ TĨNH,cty-cp-duoc-ha-tinh
MFR001469,QUẢNG BÌNH,quang-binh
MFR001470,HÀ TĨNH,ha-tinh
MFR001471,KOLMAR KOREA,kolmar-korea
MFR001472,M/S BIO-LABS (,ms-bio-labs
MFR001473,Besins,besins
MFR001474,"Raptakos, Brett & Co., Ltd.",raptakos-brett-and-co-ltd
MFR001475,UNIQUE PHARMACEUTICALS LABORATORIES,unique-pharmaceuticals-laboratories
MFR001476,CTY TNHH DUOC PHAM SHINPOONG DAEWOO,cty-tnhh-duoc-pham-shinpoong-daewoo
MFR001477,YASH MEDICARE PVT.LTD,yash-medicare-pvtltd
MFR001478,"Dae Hwa Pharm Co., Ltd",dae-hwa-pharm-co-ltd
MFR001479,CÔNG TY TNHH LIÊN DOANH HASAN-DERMAPHARM,cong-ty-tnhh-lien-doanh-hasan-dermapharm
MFR001480,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUẢNG BÌNH,cong-ty-co-phan-duoc-pham-quang-binh
MFR001481,CÔNG TY CPDP QUẢNG BÌNH,cong-ty-cpdp-quang-binh
MFR001482,CÔNG TY CỔ PHẦN DƯỢC TW HUẾ MEDIPHARCO - VIỆT NAM,cong-ty-co-phan-duoc-tw-hue-medipharco-viet-nam
MFR001483,Kotra Pharma,kotra-pharma
MFR001484,Berko Ilac ve Kimya San. A.S.,berko-ilac-ve-kimya-san-as
MFR001485,YASH,yash
MFR001486,Cơ sở sản xuất đông dược 408,co-so-san-xuat-dong-duoc-408
MFR001487,M/s Bio Labs (Pvt),ms-bio-labs-pvt
MFR001488,S.PHARM,spharm
MFR001489,ATCO LABORATORIES LIMITED,atco-laboratories-limited
MFR001490,Nang Kuang,nang-kuang
MFR001491,DETAPHAM.,detapham
MFR001492,PT Tempo Scan Pacific,pt-tempo-scan-pacific
MFR001493,HOE PHARMACEUTICALS,hoe-pharmaceuticals
MFR001494,ATCO,atco
MFR001495,NIZORAL,nizoral
MFR001496,Samil,samil
MFR001497,GLENMARK PHARMACEUTICALS,glenmark-pharmaceuticals
MFR001498,CTCP LDDP MEDIPHARCO TENAMYD,ctcp-lddp-medipharco-tenamyd
MFR001499,CÔNG TY TNHH LIÊN DOANH HASAN,cong-ty-tnhh-lien-doanh-hasan
MFR001500,CÔNG TY CP DƯỢC PHẨM OPC,cong-ty-cp-duoc-pham-opc
MFR001501,CTY TNHH PHIL INTER PHARMA,cty-tnhh-phil-inter-pharma
MFR001502,DƯỢC SÀI GÒN,duoc-sai-gon
MFR001503,ALLEGEN,allegen
MFR001504,Công ty cổ phần Dược S. Pharm,cong-ty-co-phan-duoc-s-pharm
MFR001505,NAM VIỆT,nam-viet
MFR001506,"MYUNG-IN PHARM. CO., LTD.",myung-in-pharm-co-ltd
MFR001507,GIA NGUYỄN,gia-nguyen
MFR001508,CTY CP DƯỢC VTYT HẢI DƯƠNG,cty-cp-duoc-vtyt-hai-duong
MFR001509,CÔNG TY CỔ PHẦN DƯỢC TW HUẾ MEDIPHARCO,cong-ty-co-phan-duoc-tw-hue-medipharco
MFR001510,CÔNG TY CỔ PHẦN DP TRUNG ƯƠNG 3,cong-ty-co-phan-dp-trung-uong-3
MFR001511,Hisamitsu,hisamitsu
MFR001512,dược An Triệu,duoc-an-trieu
MFR001513,CÔNG TY TNHH ĐÔNG NAM DƯỢC BẢO LINH,cong-ty-tnhh-dong-nam-duoc-bao-linh
MFR001514,Caleb Pharmaceutical,caleb-pharmaceutical
MFR001515,CN CTY TNHH ĐÔNG DƯỢC AN TRIỆU,cn-cty-tnhh-dong-duoc-an-trieu
MFR001516,SHENG CHUN TANG PHARM,sheng-chun-tang-pharm
MFR001517,BERTRAM,bertram
MFR001518,HAW PAR,haw-par
MFR001519,"BORDEN CO., PTE. LTD.",borden-co-pte-ltd
MFR001520,"JEIL PHARMACEUTICAL CO., LTD.",jeil-pharmaceutical-co-ltd
MFR001521,CHI NHÁNH CÔNG TY CP DƯỢC PHẨM OPC TẠI BÌNH DƯƠNG,chi-nhanh-cong-ty-cp-duoc-pham-opc-tai-binh-duong
MFR001522,PT. EAGLE INDO PHARMA,pt-eagle-indo-pharma
MFR001523,Balm,balm
MFR001524,CON Ó,con-o
MFR001525,CÔNG TY TNHH DƯỢC PHẨM THIÊN ÂN,cong-ty-tnhh-duoc-pham-thien-an
MFR001526,Cơ sở Ðông Y Dược gia truyền Kim Đan,co-so-dong-y-duoc-gia-truyen-kim-dan
MFR001527,KIM LINH,kim-linh
MFR001528,Công ty TNHH Pierre Fabre Việt Nam,cong-ty-tnhh-pierre-fabre-viet-nam
MFR001529,ITALFARMACO S.P.A.,italfarmaco-spa
MFR001530,Rottapharm,rottapharm
MFR001531,Lipa Pharmaceuticals Ltd.,lipa-pharmaceuticals-ltd
MFR001532,Cơ sở sản xuất thuốc YHCT Bà Giằng,co-so-san-xuat-thuoc-yhct-ba-giang
MFR001533,PROBIOTEC PHARMA PTY,probiotec-pharma-pty
MFR001534,Laboratorio Farmaceutico S.I.T. Specialità Igienico Terapeutiche S.R.L.,laboratorio-farmaceutico-sit-specialita-igienico-terapeutiche-srl
MFR001535,Ozip,ozip
MFR001536,PROBIOTEC (ÚC),probiotec-uc
MFR001537,CMPS,cmps
MFR001538,DONGKOO,dongkoo
MFR001539,USPHARMA 20,uspharma-20
MFR001540,POLFARMEX S.A - BA LAN,polfarmex-sa-ba-lan
MFR001541,DƯỢC KHÁNH HÒA,duoc-khanh-hoa
MFR001542,ROVI PHARMA,rovi-pharma
MFR001543,BUSHU,bushu
MFR001544,TRB Pharma S.A,trb-pharma-sa
MFR001545,PINEWOOD,pinewood
MFR001546,CÔNG TY CỐ PHẦN S.P.M,cong-ty-co-phan-spm
MFR001547,"Egis Pharmaceuticals Public Ltd., Co.",egis-pharmaceuticals-public-ltd-co
MFR001548,M/S. Olive Healthcare,ms-olive-healthcare
MFR001549,CTY TNHH LIÊN DOANH HASAN-DERMAPHARM,cty-tnhh-lien-doanh-hasan-dermapharm
MFR001550,RAFARM S.A. - HY LẠP,rafarm-sa-hy-lap
MFR001551,"KMS PHARM CO.,LTD",kms-pharm-coltd
MFR001552,Guju Pharm,guju-pharm
MFR001553,PHARMASCIENCE,pharmascience
MFR001554,"YOUNG POONG PHARM CO., LTD - HÀN QUỐC",young-poong-pharm-co-ltd-han-quoc
MFR001555,"Aupa Biopharm Co., Ltd",aupa-biopharm-co-ltd
MFR001556,MSN LABORATORIES PRIVATE LIMITED,msn-laboratories-private-limited
MFR001557,YOO YOUNG PHARMACEUTICAL,yoo-young-pharmaceutical
MFR001558,ZENTIVA,zentiva
MFR001559,FROSST IBERICA,frosst-iberica
MFR001560,YOOYOUNG PHARMACEUTICAL,yooyoung-pharmaceutical
MFR001561,UPSA SAS,upsa-sas
MFR001562,KOREA UNITED PHARM,korea-united-pharm
MFR001563,INDCHEMIE,indchemie
MFR001564,"BIOLAB CO.,LTD",biolab-coltd
MFR001565,Công ty TNHH Dược phẩm Allomed,cong-ty-tnhh-duoc-pham-allomed
MFR001566,CÔNG TY CỔ PHẦN DƯỢC PHẨM BOSTON VIỆT NAM - VIỆT NAM,cong-ty-co-phan-duoc-pham-boston-viet-nam-viet-nam
MFR001567,GENUPharma Inc.,genupharma-inc
MFR001568,ESKAYEF,eskayef
MFR001569,LABORATOIRES GALENIQUES VERNIN,laboratoires-galeniques-vernin
MFR001570,"The United Drug (1996) Co,.Ltd",the-united-drug-1996-coltd
MFR001571,CÔNG TY DƯỢC TW MEDIPLANTEX,cong-ty-duoc-tw-mediplantex
MFR001572,CT CP DƯỢC PHẨM CPC1 HÀ NỘI,ct-cp-duoc-pham-cpc1-ha-noi
MFR001573,CÔNG TY CPDP NAM HÀ,cong-ty-cpdp-nam-ha
MFR001574,Medica Korea,medica-korea
MFR001575,CTY CPDP AGIMEXPHARM,cty-cpdp-agimexpharm
MFR001576,CHO APHARM,cho-apharm
MFR001577,CÔNG TY TNHH DƯỢC PHẨM NHẤT NHẤT,cong-ty-tnhh-duoc-pham-nhat-nhat
MFR001578,PT. ABBOTT INDONESIA,pt-abbott-indonesia
MFR001579,THE SCHAZOO PHARMACEUTICAL LABORATORIES,the-schazoo-pharmaceutical-laboratories
MFR001580,Đức Thịnh,duc-thinh
MFR001581,RAPTAKOS BRETT,raptakos-brett
MFR001582,TABLETS LIMITED,tablets-limited
MFR001583,CÔNG TY CỔ PHẦN DANAPHA,cong-ty-co-phan-danapha
MFR001584,CÔNG TY CP DƯỢC PHẨM TW MEDIPLANTEX,cong-ty-cp-duoc-pham-tw-mediplantex
MFR001585,Công ty TNHH B. Braun Việt Nam,cong-ty-tnhh-b-braun-viet-nam
MFR001586,CÔNG TY CỔ PHẦN FRESENIUS KABI VIỆT NAM,cong-ty-co-phan-fresenius-kabi-viet-nam
MFR001587,"ARTESAN PHARMA GMBH & CO., K.G - ĐỨC",artesan-pharma-gmbh-and-co-kg-duc
MFR001588,"Shandong Hongjitang Pharmaceutical Group Co., Ltd",shandong-hongjitang-pharmaceutical-group-co-ltd
MFR001589,DMS,dms
MFR001590,Emcure,emcure
MFR001591,OM PHARMA,om-pharma
MFR001592,CTY CP DPDL PHARMEDIC,cty-cp-dpdl-pharmedic
MFR001593,CTY DƯỢC PHẨM HÀ TÂY,cty-duoc-pham-ha-tay
MFR001594,CHI NHÁNH CÔNG TY TNHH DPDL MỘC HOA TRÀM,chi-nhanh-cong-ty-tnhh-dpdl-moc-hoa-tram
MFR001595,CÔNG TY TNHH DP USA-NIC PHARMA,cong-ty-tnhh-dp-usa-nic-pharma
MFR001596,Aenova Romania S.R.L,aenova-romania-srl
MFR001597,B. Braun Medical Industries Sdn. Bhd,b-braun-medical-industries-sdn-bhd
MFR001598,CÔNG TY CỔ PHẦN DƯỢC PHẨM CPC1 HÀ NỘI - VIỆT NAM,cong-ty-co-phan-duoc-pham-cpc1-ha-noi-viet-nam
MFR001599,"REMEDICA., LTD",remedica-ltd
MFR001600,MEDANA,medana
MFR001601,Bepharco,bepharco
MFR001602,"Yan'an Pharmaceutical Co.,Ltd",yanan-pharmaceutical-coltd
MFR001603,CÔNG TY CP DƯỢC & VTYT BÌNH THUẬN,cong-ty-cp-duoc-and-vtyt-binh-thuan
MFR001604,CÔNG TY CPDP US PHARMA USA,cong-ty-cpdp-us-pharma-usa
MFR001605,CTY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG VIDIPHA,cty-co-phan-duoc-pham-trung-uong-vidipha
MFR001606,"THERAGEN ETEX CO.,LTD",theragen-etex-coltd
MFR001607,Hankook,hankook
MFR001608,AUSTIN PHARM,austin-pharm
MFR001609,"DONGSUNG PHARM. CO.,LTD",dongsung-pharm-coltd
MFR001610,KOLMAR,kolmar
MFR001611,ARLICO,arlico
MFR001612,Cho-A Pharm,cho-a-pharm
MFR001613,SMB TECHNOLOGY S.A,smb-technology-sa
MFR001614,Công ty TNHH Sinh Dược phẩm Hera,cong-ty-tnhh-sinh-duoc-pham-hera
MFR001615,Roche S.p.A,roche-spa
MFR001616,ASTELLAS,astellas
MFR001617,CÔNG TY CỔ PHẦN DƯỢC - TRANG THIẾT BỊ Y TẾ BÌNH ĐỊNH,cong-ty-co-phan-duoc-trang-thiet-bi-y-te-binh-dinh
MFR001618,"Lotus Pharmaceutical Co., Ltd. Nantou Plant",lotus-pharmaceutical-co-ltd-nantou-plant
MFR001619,Regeneron Pharmaceuticals Inc,regeneron-pharmaceuticals-inc
MFR001620,ASTELLAS IRELAND CO,astellas-ireland-co
MFR001621,Fareva,fareva
MFR001622,BAXTER,baxter
MFR001623,BAXTER ONCOLOGY,baxter-oncology
MFR001624,LABORATORIS NORMON S.A,laboratoris-normon-sa
MFR001625,SUHEUNG CO,suheung-co
MFR001626,Ebewe,ebewe
MFR001627,Hospira,hospira
MFR001628,PIERRE FABRE,pierre-fabre
MFR001629,TTY Biopharm Company Limited Chungli factory,tty-biopharm-company-limited-chungli-factory
MFR001630,Oncotec,oncotec
MFR001631,BELMED,belmed
MFR001632,HALEON CH SARL,haleon-ch-sarl
MFR001633,STERLING DRUG,sterling-drug
MFR001634,CÔNG TY CỔ PHẦN SANOFI VIỆT NAM/ STERLING DRUG,cong-ty-co-phan-sanofi-viet-nam-sterling-drug
MFR001635,GLAXOSMITHKLINE DUNGARVAN LTD,glaxosmithkline-dungarvan-ltd
MFR001636,CÔNG TY TNHH THAI NAKORN PATANA (VN),cong-ty-tnhh-thai-nakorn-patana-vn
MFR001637,CÔNG TY CỔ PHẦN DƯỢC MEDIPLANTEX MIỀN NAM,cong-ty-co-phan-duoc-mediplantex-mien-nam
MFR001638,DOPPEL FARMACEUTICI S.R.L,doppel-farmaceutici-srl
MFR001639,CÔNG TY TNHH DƯỢC PHẨM SHINPOONG DEAWOO,cong-ty-tnhh-duoc-pham-shinpoong-deawoo
MFR001640,DAIICHI SANKYO PROPHARMA,daiichi-sankyo-propharma
MFR001641,LABORATORIOS RECALCINE S.A.,laboratorios-recalcine-sa
MFR001642,CÔNG TY CỔ PHẦN DƯỢC PHẨM PHƯƠNG ĐÔNG - VIỆT NAM,cong-ty-co-phan-duoc-pham-phuong-dong-viet-nam
MFR001643,CÔNG TY CPDP CPC1 HÀ NỘI,cong-ty-cpdp-cpc1-ha-noi
MFR001644,VACOPHARM,vacopharm
MFR001645,PV PHARMA,pv-pharma
MFR001646,CỬU LONG,cuu-long
MFR001647,CTY CPDP IMEXPHARM,cty-cpdp-imexpharm
MFR001648,USA- NIC PHARMA,usa-nic-pharma
MFR001649,DP KHÁNH HÒA,dp-khanh-hoa
MFR001650,MIPHARMCO,mipharmco
MFR001651,ALPEX PHARM S.A,alpex-pharm-sa
MFR001652,TRÀ VINH,tra-vinh
MFR001653,LEK PHARMACEUTICALS D.D,lek-pharmaceuticals-dd
MFR001654,Pfizer Manufacturing Belgium NV,pfizer-manufacturing-belgium-nv
MFR001655,ROTTENDORF PHARMA GMBH/ Boehringer Ingelheim Hellas Single Member S.A.,rottendorf-pharma-gmbh-boehringer-ingelheim-hellas-single-member-sa
MFR001656,NOVARTIS SAGLIK GIDA VE TARIM URUNLERI SAN. VE TIC.A.S,novartis-saglik-gida-ve-tarim-urunleri-san-ve-ticas
MFR001657,SANOFI SYNTHELABO VIETNAM,sanofi-synthelabo-vietnam
MFR001658,UNISON LABORATORIES,unison-laboratories
MFR001659,LABORATORIO ITALIANO BIOCHIMICO FARMACEUTICO LISAPHARMA S.P.A.,laboratorio-italiano-biochimico-farmaceutico-lisapharma-spa
MFR001660,BLUEPHARMA,bluepharma
MFR001661,Me Di Sun,me-di-sun
MFR001662,NIC USA PHARMA,nic-usa-pharma
MFR001663,Boehringer Ingelheim Hellas Single Member S.A./ BOEHRINGER INGELHEIM PHARMA,boehringer-ingelheim-hellas-single-member-sa-boehringer-ingelheim-pharma
MFR001664,CTY CP DƯỢC PHẨM KHÁNH HÒA,cty-cp-duoc-pham-khanh-hoa
MFR001665,"THERAGEN ETEX CO., LTD",theragen-etex-co-ltd
MFR001666,BRAWN LABORATORIES (ẤN ĐỘ),brawn-laboratories-an-do
MFR001667,GRACURE PHARMACEUTICALS LTD,gracure-pharmaceuticals-ltd
MFR001668,DELORBIS PHARMACEUTICALS LTD,delorbis-pharmaceuticals-ltd
MFR001669,Gebro Pharma GmbH,gebro-pharma-gmbh
MFR001670,PT. Dexa Medica,pt-dexa-medica
MFR001671,"BINEX CO., LTD",binex-co-ltd
MFR001672,CÔNG TY CỔ PHẦN DƯỢC PHẨM TW25 - UPHACE,cong-ty-co-phan-duoc-pham-tw25-uphace
MFR001673,SO.SE.PHẢM,sosepham
MFR001674,CÔNG TY CỔ PHẦN DƯỢC PHẨM GLOMED,cong-ty-co-phan-duoc-pham-glomed
MFR001675,CÔNG TY CP KOREA UNITED PHARM,cong-ty-cp-korea-united-pharm
MFR001676,CHI NHÁNH CÔNG TY CP DƯỢC PHẨM PHONG PHÚ,chi-nhanh-cong-ty-cp-duoc-pham-phong-phu
MFR001677,USA - NIC PHARMA COMPANY,usa-nic-pharma-company
MFR001678,JIN YANG PHARM,jin-yang-pharm
MFR001679,LEK PHARMA,lek-pharma
MFR001680,CTY CP DP IMEXPHARM,cty-cp-dp-imexpharm
MFR001681,CTY CP DƯỢC PHẨM BOSTON VIỆT NAM,cty-cp-duoc-pham-boston-viet-nam
MFR001682,EFROZE CHEMICAL INDUSTRIES (PVT) LTD.,efroze-chemical-industries-pvt-ltd
MFR001683,S.C.Arena Group S.A.,scarena-group-sa
MFR001684,T.O. Chemicals (1979) Ltd.,to-chemicals-1979-ltd
MFR001685,HUTECS KOREA PHARMACEUTICAL,hutecs-korea-pharmaceutical
MFR001686,CHIESI,chiesi
MFR001687,ALPEX PHARMA,alpex-pharma
MFR001688,CTY CPDP CỬU LONG,cty-cpdp-cuu-long
MFR001689,CTY CỔ PHẦN DƯỢC VACOPHARM,cty-co-phan-duoc-vacopharm
MFR001690,CTY CP DƯỢC VACOPHARM,cty-cp-duoc-vacopharm
MFR001691,Frosst Iberica S.A.,frosst-iberica-sa
MFR001692,CADILA HEALTHCARE LTD,cadila-healthcare-ltd
MFR001693,Lacer,lacer
MFR001694,PULSE PHARMA,pulse-pharma
MFR001695,Binex,binex
MFR001696,"Dae Han New Pharm Co., Ltd",dae-han-new-pharm-co-ltd
MFR001697,JRP CO LTD,jrp-co-ltd
MFR001698,Công ty TNHH SX-TM Dược phẩm NIC (NIC Pharma),cong-ty-tnhh-sx-tm-duoc-pham-nic-nic-pharma
MFR001699,RB,rb
MFR001700,RECKITT BENCKISER HEALTHCARE MANUFACTURING (THAILAND) LTD.,reckitt-benckiser-healthcare-manufacturing-thailand-ltd
MFR001701,MEDICE ARZNEIMITTEL PUTTER GMBH & CO.KG,medice-arzneimittel-putter-gmbh-and-cokg
MFR001702,Bolder Arzneimittel GmbH & Co. KG,bolder-arzneimittel-gmbh-and-co-kg
MFR001703,Tpharco,tpharco
MFR001704,Công ty cổ phần dược phẩm Hà Nội - Việt Nam,cong-ty-co-phan-duoc-pham-ha-noi-viet-nam
MFR001705,CÔNG TY CP HÓA - DƯỢC PHẨM MEKOPHAR,cong-ty-cp-hoa-duoc-pham-mekophar
MFR001706,ENGELHARD ARZNEIMITTEL,engelhard-arzneimittel
MFR001707,CÔNG TY DƯỢC PHẨM HOA LINH,cong-ty-duoc-pham-hoa-linh
MFR001708,BOUCHARA,bouchara
MFR001709,CPC1HN,cpc1hn
MFR001710,Zambon Switzerland Ltd,zambon-switzerland-ltd
MFR001711,CN CÔNG TY TNHH DƯỢC PHẨM SÀI GÒN TẠI BÌNH DƯƠNG,cn-cong-ty-tnhh-duoc-pham-sai-gon-tai-binh-duong
MFR001712,Bình Thuận,binh-thuan
MFR001713,LABORATORIOS VITORIA,laboratorios-vitoria
MFR001714,LINDOPHARM,lindopharm
MFR001715,CÔNG TY TNHH NAM DƯỢC,cong-ty-tnhh-nam-duoc
MFR001716,Công ty cổ phần dược phẩm Hải Phòng - Việt Nam,cong-ty-co-phan-duoc-pham-hai-phong-viet-nam
MFR001717,YÊN BÁI,yen-bai
MFR001718,"AJANTA PHARMA., LTD",ajanta-pharma-ltd
MFR001719,PHUONG DONG,phuong-dong
MFR001720,Aesica Pharmaceuticals S.r.l,aesica-pharmaceuticals-srl
MFR001721,CTY CP Dược Trung Ương MEDIPLANTEX,cty-cp-duoc-trung-uong-mediplantex
MFR001722,Công ty cổ phần dược phẩm Bến Tre,cong-ty-co-phan-duoc-pham-ben-tre
MFR001723,CÔNG TY CPDP CỬU LONG,cong-ty-cpdp-cuu-long
MFR001724,"PJSC Sic ""Borshchahivskiy CPP""",pjsc-sic-borshchahivskiy-cpp
MFR001725,Korea Prime Pharma,korea-prime-pharma
MFR001726,CÔNG TY JSC FARMAK,cong-ty-jsc-farmak
MFR001727,PHARMAESTICA,pharmaestica
MFR001728,"AHNGOOK PHARMACEUTICAL CO., LTD.",ahngook-pharmaceutical-co-ltd
MFR001729,ASTRAZECENA,astrazecena
MFR001730,CÔNG TY CỔ PHẦN DƯỢC TW3,cong-ty-co-phan-duoc-tw3
MFR001731,SCHERING - PLOUGH LABO,schering-plough-labo
MFR001732,Aspen Bad Oldesloe GmbH,aspen-bad-oldesloe-gmbh
MFR001733,AstraZeneca Dunkerque Production,astrazeneca-dunkerque-production
MFR001734,Patheon Manufacturing Services LLC,patheon-manufacturing-services-llc
MFR001735,ANFARM HELLAS,anfarm-hellas
MFR001736,CPC1 HÀ NỘI,cpc1-ha-noi
MFR001737,GLAXO SMITHKLINE,glaxo-smithkline
MFR001738,Hanlim,hanlim
MFR001739,SANTA FARMA ILAC SANAYII A.S,santa-farma-ilac-sanayii-as
MFR001740,CT CP DƯỢC VẬT TƯ Y TẾ THANH HÓA,ct-cp-duoc-vat-tu-y-te-thanh-hoa
MFR001741,PT DEXA MEDICA,pt-dexa-medica
MFR001742,CACHET PHARMACEUTICALS,cachet-pharmaceuticals
MFR001743,KMS,kms
MFR001744,Công ty Dược vật tư Y tế Long An,cong-ty-duoc-vat-tu-y-te-long-an
MFR001745,CT TNHH DP USA-NIC PHARMA,ct-tnhh-dp-usa-nic-pharma
MFR001746,PT Ferron Par Pharmaceuticals,pt-ferron-par-pharmaceuticals
MFR001747,NATURE,nature
MFR001748,Recalcine,recalcine
MFR001749,Novartis Pharm Stein A.G,novartis-pharm-stein-ag
MFR001750,CÔNG TY TNHH DƯỢC PHẨM FITO PHARMA,cong-ty-tnhh-duoc-pham-fito-pharma
MFR001751,CT CP DƯỢC PHẨM 2-9 TPHCM,ct-cp-duoc-pham-2-9-tphcm
MFR001752,BIODEAL PHARMACEUTICALS,biodeal-pharmaceuticals
MFR001753,"THERAGEN ETEX CO., LTD - HÀN QUỐC",theragen-etex-co-ltd-han-quoc
MFR001754,Ahngook,ahngook
MFR001755,MERCK SHARP & DOHME B.V,merck-sharp-and-dohme-bv
MFR001756,CADILA HEATHCARE,cadila-heathcare
MFR001757,CÔNG TY CP DƯỢC PHẨM ĐẠT VI PHÚ (DAVIPHARM) - VIỆT NAM,cong-ty-cp-duoc-pham-dat-vi-phu-davipharm-viet-nam
MFR001758,"ALLERGAN SALES, LLC",allergan-sales-llc
MFR001759,Alcon,alcon
MFR001760,SANTEN,santen
MFR001761,Dr. Gerhard Mann Chem.-Pharm. fabrik GmBh,dr-gerhard-mann-chem-pharm-fabrik-gmbh
MFR001762,"SAMCHUNDANG PHARM CO., LTD",samchundang-pharm-co-ltd
