product_code,registration_number,dosage_form_code,requires_prescription,shelf_life_months,temperature_condition,light_condition,humidity_condition
P002041,893110136724,DF000033,true,24,,,
P002042,VN-17278-13,DF000026,true,24,,,
P002043,VN-14932-12,DF000026,true,36,,,
P002044,893110303500,DF000026,true,24,,,
P002045,VD-23486-15,DF000026,true,36,,,
P002046,893110056400,DF000026,true,36,,,
P002047,893110157224,DF000033,true,36,,,
P002048,893110169324,DF000026,true,36,,,
P002049,893115324823,DF000026,true,36,,,
P002050,893115126125,DF000055,true,24,,,
P002051,888110436823,DF000026,true,24,,,
P002052,VN-19007-15,DF000026,true,60,,,
P002053,840110351324,DF000026,true,36,,,
P002054,500114177523,DF000061,true,24,,,
P002055,VN-18040-14,DF000026,true,60,,,
P002056,VN-18149-14,DF000026,true,60,,,
P002057,VN-19784-16,DF000026,true,60,,,
P002058,893114228123,DF000026,true,36,,,
P002059,500114017225,DF000026,true,60,,,
P002060,890114086523,DF000026,true,24,,,
P002061,001410180000,DF000054,true,36,,,
P002062,760410049025,DF000062,true,,,,
P002063,590114445823,DF000033,true,24,,,
P002064,499110018723,DF000026,true,36,,,
P002065,499110018623,DF000026,true,36,,,
P002066,400410250123,DF000062,true,36,,,
P002067,001410249323,DF000050,true,36,,,
P002068,001110129924,DF000063,true,36,,,
P002069,400110195423,DF000033,true,36,,,
P002070,893114704124,DF000033,true,36,,,
P002071,300114408823,DF000064,true,36,,,
P002072,730110085823,DF000026,true,36,,,
P002073,890114352225,DF000026,true,36,,,
P002074,VN-20048-16,DF000045,true,36,,,
P002075,400110024325,DF000033,true,36,,,
P002076,400110406523,DF000033,true,,,,
P002077,730110017023,DF000033,true,36,,,
P002078,VN3-182-19,DF000063,true,,,,
P002079,VN2-572-17,DF000007,true,24,,,
P002080,VN3-183-19,DF000063,true,36,,,
P002081,VN-21277-18,DF000058,true,36,,,
P002082,VN3-44-18,DF000033,true,24,,,
P002083,760410646824,DF000050,true,21,,,
P002084,VN2-490-16,DF000026,true,24,,,
P002085,754114177823,DF000007,true,36,,,
P002086,400110406423,DF000033,true,36,,,
P002087,VN-16849-13,DF000007,true,36,,,
P002088,400110443325,DF000026,true,36,,,
P002089,400110034923,DF000026,true,,,,
P002090,VN-11868-11,DF000026,true,48,,,
P002091,VN2-243-14,DF000033,true,5,,,
P002092,800110787324,DF000050,true,24,,,
P002093,890114019424,DF000059,true,24,,,
P002094,890110407223,DF000058,true,24,,,
P002095,890114075223,DF000045,true,24,,,
P002096,QLSP-0708-13,DF000054,true,48,,,
P002097,VN-17539-13,DF000033,true,36,,,
P002098,888110790724,DF000026,true,36,,,
P002099,VN-19561-16,DF000050,true,48,,,
P002100,400410198425,DF000062,true,30,,,
P002101,VN2-567-17,DF000062,true,36,,,
P002102,499114520024,DF000026,true,36,,,
P002103,VN-11870-11,DF000026,true,48,,,
P002104,760410037323,DF000062,true,24,,,
P002105,400110085523,DF000026,true,36,,,
P002106,400410250323,DF000062,true,36,,,
P002107,VN-20042-16,DF000007,true,36,,,
P002108,760110412623,DF000007,true,24,,,
P002109,800410091523,DF000065,true,,,,
P002110,300114134124,DF000026,true,36,,,
P002111,VN-20280-17,DF000007,true,36,,,
P002112,300114997424,DF000045,true,36,,,
P002113,001410036723,DF000045,true,,,,
P002114,400410036623,DF000062,true,,,,
P002115,QLSP-H03-1135-18,DF000062,true,36,,,
P002116,VN-20694-17,DF000033,true,36,,,
P002117,VN-21019-18,DF000045,true,36,,,
P002118,400110443225,DF000026,true,36,,,
P002119,VN2-651-17,DF000033,true,36,,,
P002120,400114020523,DF000026,true,36,,,
P002121,400110524424,DF000033,true,60,,,
P002122,001110403323,DF000026,true,48,,,
P002123,001410179900,DF000054,true,36,,,
P002124,001110403223,DF000026,true,48,,,
P002125,VN-20052-16,DF000007,true,36,,,
P002126,QLSP-H02-1073-17,DF000062,true,24,,,
P002127,754110196323,DF000033,true,36,,,
P002128,754110196223,DF000033,true,36,,,
P002129,400410250223,DF000062,true,36,,,
P002130,VN3-36-18,DF000026,true,36,,,
P002131,VN3-36-18,DF000026,true,36,,,
P002132,893110272000,DF000059,true,36,,,
P002133,VD-30094-18,DF000026,false,36,,,
P002134,893200131600,DF000033,false,36,,,
P002135,893100263823,DF000026,false,36,,,
P002136,VD-22909-15,DF000007,false,36,,,
P002137,893200725724,DF000063,false,24,,,
P002138,590200180500,DF000033,false,36,,,
P002139,400200407625,DF000026,false,60,,,
P002140,300100036825,DF000007,false,36,,,
P002141,VN-16289-13,DF000026,false,22,,,
P002142,VD-14501-11,DF000047,false,36,,,
P002143,930200120800,DF000026,false,36,,,
P002144,599100133424,DF000026,false,60,,,
P002145,893100609424,DF000033,false,36,,,
P002146,VD-22624-15,DF000051,false,24,,,
P002147,VN-20891-18,DF000063,false,24,,,
P002148,VN-15519-12,DF000026,false,48,,,
P002149,VN-16226-13,DF000063,false,36,,,
P002150,VD-19621-13,DF000026,false,24,,,
P002151,893100096524,DF000033,false,24,,,
P002152,VN-18228-14,DF000063,false,36,,,
P002153,300100088823,DF000026,false,48,,,
P002154,893100091424,DF000026,false,36,,,
P002155,VD-25080-16,DF000066,false,36,,,
P002156,GC-0199-12,DF000007,false,36,,,
P002157,893200724324,DF000026,false,36,,,
P002158,893100735324,DF000063,false,36,,,
P002159,893100105224,DF000026,false,36,,,
P002160,893200128300,DF000026,false,36,,,
P002161,VD-35786-22,DF000007,false,36,,,
P002162,VD-35621-22,DF000026,false,36,,,
P002163,893100288100,DF000006,false,36,,,
P002164,893100288100,DF000006,false,36,,,
P002165,893100288000,DF000006,false,36,,,
P002166,893100288100,DF000006,false,36,,,
P002167,400100004000,DF000026,false,24,,,
P002168,893100154624,DF000006,false,24,,,
P002169,893100844124,DF000051,false,36,,,
P002170,VD-20532-14,DF000033,false,36,,,
P002171,VD-27170-17,DF000063,false,36,,,
P002172,540200182625,DF000033,false,36,,,
P002173,400200133700,DF000067,false,48,,,
P002174,V329-H12-13,DF000063,false,36,,,
P002175,VD-25921-16,DF000026,false,48,,,
P002176,893100312523,DF000026,false,36,,,
P002177,893100047723,DF000007,false,36,,,
P002178,893200196325,DF000063,false,36,,,
P002179,VN-15009-12,DF000033,false,36,,,
P002180,893200129200,DF000026,false,36,,,
P002181,VD-28581-17,DF000033,false,36,,,
P002182,VD-13751-11,DF000007,false,24,,,
P002183,893200195625,DF000033,false,24,,,
P002184,VN-21373-18,DF000006,false,36,,,
P002185,V1507-H12-10,DF000026,false,24,,,
P002186,VD-25841-16,DF000033,false,36,,,
P002187,VD-22030-14,DF000026,false,36,,,
P002188,VD-27258-17,DF000063,false,36,,,
P002189,893100862724,DF000051,false,36,,,
P002190,VD-23915-15,DF000006,false,24,,,
P002191,VD-32486-19,DF000033,false,24,,,
P002192,VD-20776-14,DF000033,false,36,,,
P002193,893200194425,DF000026,false,24,,,
P002194,VD-30166-18,DF000007,false,36,,,
P002195,893100927224,DF000063,false,36,,,
P002196,893100095624,DF000026,false,24,,,
P002197,893100119925,DF000007,false,36,,,
P002198,893200192925,DF000026,false,36,,,
P002199,893100098623,DF000026,false,36,,,
P002200,894100068423,DF000026,false,24,,,
P002201,VD-24511-16,DF000026,false,36,,,
P002202,893100215724,DF000033,false,36,,,
P002203,VD-18078-12,DF000026,false,36,,,
P002204,893100030700,DF000026,false,36,,,
P002205,VD-22990-15,DF000063,false,36,,,
P002206,VN-14052-11,DF000026,false,60,,,
P002207,400200133600,DF000026,false,60,,,
P002208,VD-22626-15,DF000026,false,24,,,
P002209,VD-25956-16,DF000007,false,36,,,
P002210,880100084123,DF000033,false,36,,,
P002211,893200724024,DF000063,false,36,,,
P002212,VN-15518-12,DF000051,false,24,,,
P002213,VN-19626-16,DF000026,false,36,,,
P002214,V155-H12-13,DF000006,false,36,,,
P002215,V1334-H12-10,DF000068,false,18,,,
P002216,VD-23889-15,DF000056,false,36,,,
P002217,VN-20160-16,DF000026,false,36,,,
P002218,VN-16528-13,DF000069,false,36,,,
P002219,893110277323,DF000026,true,36,,,
P002220,VD-35479-21,DF000026,true,30,,,
P002221,893110260300,DF000026,true,,,,
P002222,893110479924,DF000026,true,36,,,
P002223, VN-9648-10,DF000007,true,60,,,
P002224,VD-17117-12,DF000026,true,36,,,
P002225,VD-23801-15,DF000026,true,36,,,
P002226,VD-20264-13,DF000026,true,36,,,
P002227,893110443724,DF000007,true,36,,,
P002228,VD-34693-20,DF000026,true,36,,,
P002229,893110216425,DF000026,true,36,,,
P002230,893110824624,DF000007,true,36,,,
P002231,890110997024,DF000026,true,24,,,
P002232,VD-22369-15,DF000026,true,36,,,
P002233,529110789624,DF000026,true,36,,,
P002234,890110041925,DF000026,true,24,,,
P002235,VN-22675-20,DF000026,true,36,,,
P002236,893110478024,DF000026,true,36,,,
P002237,893210131300,DF000063,true,24,,,
P002238,893110045423,DF000007,true,36,,,
P002239,890110785224,DF000026,true,36,,,
P002240,VN-22676-20,DF000026,true,36,,,
P002241,893200001926,DF000033,true,36,,,
P002242,383110417023,DF000026,true,36,,,
P002243,893110408124,DF000026,true,48,,,
P002244,VN-19187-15,DF000026,true,36,,,
P002245,893110914624,DF000007,true,36,,,
P002246,890110353225,DF000026,true,36,,,
P002247,893110337623,DF000026,true,36,,,
P002248,539110436323,DF000026,true,36,,,
P002249,VN-18177-14,DF000026,true,24,,,
P002250,VN-20570-17,DF000026,true,36,,,
P002251,VN-17524-13,DF000026,true,24,,,
P002252,VD-35617-22,DF000026,true,24,,,
P002253,599110347225,DF000033,true,36,,,
P002254,VN-22537-20,DF000063,true,36,,,
P002255,VN-22713-21,DF000033,true,24,,,
P002256,893110370523,DF000026,true,36,,,
P002257,VD-20761-14,DF000007,true,36,,,
P002258,893110140124,DF000033,true,36,,,
P002259,893110355423,DF000026,true,36,,,
P002260,893110672624,DF000026,true,36,,,
P002261,VN-13128-11,DF000007,true,36,,,
P002262,893110060300,DF000026,true,24,,,
P002263,VN-19006-15,DF000026,true,36,,,
P002264,VN-19014-15,DF000026,true,36,,,
P002265,400110400923,DF000026,true,36,,,
P002266,VN-17735-14,DF000070,true,36,,,
P002267,VN-23093-22,DF000026,true,24,,,
P002268,893110339023,DF000026,true,24,,,
P002269,890110994224,DF000007,true,24,,,
P002270,893110318024,DF000026,true,36,,,
P002271,893110060400,DF000026,true,36,,,
P002272,VN-20224-17,DF000007,true,36,,,
P002273,VN-16229-13,DF000026,true,36,,,
P002274,VD-17166-12,DF000033,true,36,,,
P002275,300110025223,DF000026,true,36,,,
P002276,VD-16727-12,DF000071,true,36,,,
P002277,VN-19377-15,DF000007,true,36,,,
P002278,VN-11374-10,DF000007,true,36,,,
P002279,300110032225,DF000072,true,36,,,
P002280,VN-16587-13,DF000007,true,36,,,
P002281,400110517524,DF000007,true,48,,,
P002282,VD-18541-13,DF000007,true,36,,,
P002283,VD-18540-13,DF000007,true,36,,,
P002284,VD-24567-16,DF000026,true,36,,,
P002285,VD-11090-10,DF000026,true,36,,,
P002286,VD-24004-15,DF000026,true,36,,,
P002287,001110025723,DF000026,true,36,,,
P002288,VN-17768-14,DF000026,true,36,,,
P002289,VN-17205-13,DF000033,true,36,,,
P002290,539110009825,DF000026,true,36,,,
P002291,VD-19189-13,DF000026,true,36,,,
P002292,VD-19657-13,DF000026,true,36,,,
P002293,VN-16344-13,DF000026,true,36,,,
P002294,VN-16342-13,DF000026,true,36,,,
P002295,300110793024,DF000026,true,18,,,
P002296,VN-18399-14,DF000026,true,36,,,
P002297,893110337323,DF000007,true,24,,,
P002298,VN-19786-16,DF000026,true,24,,,
P002299,VN-18151-14,DF000026,true,24,,,
P002300,VN-18150-14,DF000026,true,24,,,
P002301,VN-18353-14,DF000026,true,36,,,
P002302,VN-17087-13,DF000026,true,36,,,
P002303,VN-18635-15,DF000007,true,36,,,
P002304,VN-18634-15,DF000007,true,36,,,
P002305,893110112523,DF000006,true,36,,,
P002306,VN-17521-13,DF000026,true,36,,,
P002307,VN-18023-14,DF000026,true,36,,,
P002308,893110099724,DF000073,true,24,,,
P002309,VN-19286-15,DF000026,true,36,,,
P002310,300110779724,DF000007,true,36,,,
P002311,VN-17206-13,DF000007,true,36,,,
P002312,730110022123,DF000074,true,36,,,
P002313,VN-17243-13,DF000074,true,36,,,
P002314,VD-4827-08,DF000026,true,36,,,
P002315,VN-13704-11,DF000007,true,36,,,
P002316,VN-16719-13,DF000026,true,36,,,
P002317,001110132724,DF000007,true,36,,,
P002318,300110025623,DF000033,true,36,,,
P002319,893110315623,DF000033,true,36,,,
P002320,400110400623,DF000074,true,48,,,
P002321,VD-16832-12,DF000007,true,36,,,
P002322,893110876924,DF000026,true,36,,,
P002323,893110697724,DF000026,true,36,,,
P002324,893110550824,DF000026,true,36,,,
P002325,599110026923,DF000026,true,36,,,
P002326,893110060700,DF000007,true,36,,,
P002327,VD-20262-13,DF000026,true,36,,,
P002328,800110436023,DF000026,true,36,,,
P002329,300110029823,DF000041,true,24,,,
P002330,VD-13755-11,DF000075,true,24,,,
P002331,800110436223,DF000026,true,36,,,
P002332,893110504424,DF000026,true,36,,,
P002333,VD-19692-13,DF000033,true,48,,,
P002334,893110462724,DF000071,true,48,,,
P002335,893110049323,DF000026,true,24,,,
P002336,599110026823,DF000026,true,36,,,
P002337,893110310223,DF000050,true,36,,,
P002338,VD-20581-14,DF000026,true,36,,,
P002339,VD-23341-15,DF000026,true,24,,,
P002340,893110914824,DF000026,true,36,,,
P002341,VD-23337-15,DF000026,true,24,,,
P002342,VD-20584-14,DF000026,true,36,,,
P002343,VN3-46-18,DF000007,true,36,,,
P002344,893110042500,DF000007,true,36,,,
P002345,893110321224,DF000033,true,36,,,
P002346,893110462024,DF000007,true,24,,,
P002347,893110269923,DF000007,true,48,,,
P002348,893110585924,DF000007,true,48,,,
P002349,VN3-47-18,DF000007,true,36,,,
P002350,VD-20058-13,DF000075,true,24,,,
P002351,893110384724,DF000026,true,36,,,
P002352,893110305100,DF000026,true,36,,,
P002353,VN3-11-17,DF000026,true,24,,,
P002354,VN-13060-11,DF000026,true,24,,,
P002355,893110337023,DF000075,true,36,,,
P002356,893110200000,DF000026,true,36,,,
P002357,VD-15309-11,DF000026,true,36,,,
P002358,893110390523,DF000007,true,36,,,
P002359,890110125423,DF000007,true,24,,,
P002360,893110390723,DF000007,true,36,,,
P002361,893110050023,DF000026,true,36,,,
P002362,VD-34859-20,DF000007,true,36,,,
P002363,893110920424,DF000026,true,36,,,
P002364,893110084324,DF000026,true,36,,,
P002365,VN-20102-16,DF000076,true,48,,,
P002366,893110150925,DF000026,true,36,,,
P002367,840110032023,DF000026,true,24,,,
P002368,893110468924,DF000006,true,36,,,
P002369,VD-21070-14,DF000007,true,36,,,
P002370,400110017425,DF000026,true,36,,,
P002371,VD-16175-11,DF000007,true,36,,,
P002372,885110523724,DF000026,true,36,,,
P002373,893110678724,DF000007,true,36,,,
P002374,VD-17939-12,DF000026,true,36,,,
P002375,560110018425,DF000026,true,36,,,
P002376,300110526124,DF000026,true,36,,,
P002377,893110807124,DF000007,true,36,,,
P002378,VN-18821-15,DF000007,true,48,,,
P002379,VN-9723-10,DF000063,true,36,,,
P002380,001110025823,DF000026,true,36,,,
P002381,VN-15514-12,DF000026,true,24,,,
P002382,VD-16171-11,DF000026,true,24,,,
P002383,690110794224,DF000074,true,36,,,
P002384,690110794324,DF000074,true,36,,,
P002385,VD-24555-16,DF000007,true,48,,,
P002386,893210194625,DF000063,true,24,,,
P002387,VN-15641-12,DF000006,true,60,,,
P002388,893110697324,DF000026,true,36,,,
P002389,840110079223,DF000026,true,24,,,
P002390,893110049423,DF000007,true,36,,,
P002391,599110417323,DF000026,true,60,,,
P002392,VN-18632-15,DF000007,true,36,,,
P002393,VN-16722-13,DF000007,true,24,,,
P002394,VN-17951-14,DF000007,true,60,,,
P002395,VD-22668-15,DF000007,true,36,,,
P002396,893110505524,DF000026,true,24,,,
P002397,893110122525,DF000007,true,36,,,
P002398,690110519924,DF000007,true,36,,,
P002399,896110133524,DF000007,true,36,,,
P002400,896110028625,DF000007,true,36,,,
P002401,VD-23489-15,DF000026,true,36,,,
P002402,893110543124,DF000072,true,36,,,
P002403,893110390823,DF000026,true,24,,,
P002404,383110000500,DF000077,true,24,,,
P002405,VN-16589-13,DF000007,true,36,,,
P002406,400110993924,DF000026,true,36,,,
P002407,893110095524,DF000007,true,24,,,
P002408,800110436123,DF000026,true,36,,,
P002409,893110050423,DF000007,true,60,,,
P002410,893110903624,DF000075,true,24,,,
P002411,893110310400,DF000033,true,24,,,
P002412,893110214300,DF000026,true,36,,,
P002413,893110271223,DF000070,true,36,,,
P002414,893110235400,DF000063,true,36,,,
P002415,VD-23592-15,DF000007,true,36,,,
P002416,893110487024,DF000026,true,36,,,
P002417,590110523124,DF000026,true,24,,,
P002418,383110010624,DF000026,true,60,,,
P002419,VN-17349-13,DF000007,true,24,,,
P002420,893110276723,DF000007,true,36,,,
P002421,893110145224,DF000026,true,36,,,
P002422,890110020624,DF000007,true,24,,,
P002423,893110255823,DF000026,true,36,,,
P002424,893110133825,DF000026,true,36,,,
P002425,893110277624,DF000026,true,36,,,
P002426,893110203923,DF000026,true,36,,,
P002427,893110876924,DF000026,true,36,,,
P002428,400110438523,DF000078,true,36,,,
P002429,893110049423,DF000007,true,36,,,
P002430,539110436423,DF000026,true,36,,,
P002431,VN-19377-15,DF000007,true,36,,,
P002432,893110072100,DF000026,true,36,,,
P002433,893110329724,DF000026,true,36,,,
P002434,893110561524,DF000077,true,36,,,
P002435,893110389923,DF000007,true,36,,,
P002436,893110435824,DF000026,true,36,,,
P002437,383110008723,DF000007,true,36,,,
P002438,893110205400,DF000026,true,36,,,
P002439,VN-17523-13,DF000026,true,24,,,
P002440,500110078123,DF000026,true,24,,,
P002441,VN-20569-17,DF000026,true,36,,,
P002442,VD-35744-22,DF000007,true,36,,,
P002443,VD-36172-22,DF000007,true,36,,,
P002444,VD-35356-21,DF000007,true,36,,,
P002445,890110192723,DF000026,true,36,,,
P002446,890110192823,DF000026,true,36,,,
P002447,VD-35043-21,DF000026,true,36,,,
P002448,888110528924,DF000026,true,24,,,
P002449,VN-23264-22 ,DF000026,true,36,,,
P002450,VD-35788-22,DF000026,true,36,,,
P002451,893110409524,DF000007,true,36,,,
P002452,893110504324,DF000033,true,24,,,
P002453,VN-23087-22,DF000026,true,36,,,
P002454,893100708024,DF000069,true,36,,,
P002455,VN-23070-22,DF000007,true,36,,,
P002456,VN-22877-21,DF000026,true,24,,,
P002457,VD-35750-22,DF000063,true,36,,,
P002458,893110381224,DF000033,true,24,,,
P002459,893110146024,DF000026,true,24,,,
P002460,VD-20813-14,DF000026,true,36,,,
P002461,529110521224,DF000026,true,36,,,
P002462,893110390023,DF000007,true,36,,,
P002463,893110071300,DF000006,true,36,,,
P002464,893110199700,DF000026,true,24,,,
P002465,VD-35321-21 ,DF000007,true,24,,,
P002466,880110037525,DF000007,true,36,,,
P002467,893110541824,DF000026,true,36,,,
P002468,VN-22879-21,DF000026,true,24,,,
P002469,400110017825,DF000026,true,60,,,
P002470,800410092123,DF000050,true,2,,,
P002471,VN-22667-20,DF000026,true,36,,,
P002472,VD-35500-21,DF000026,true,24,,,
P002473,893110215325,DF000026,true,3,,,
P002474,893110221124,DF000007,true,36,,,
P002475,VN-21934-19,DF000026,true,4,,,
P002476,893100330323,DF000007,true,36,,,
P002477,893110609124,DF000026,true,36,,,
P002478,893110568624,DF000026,true,36,,,
P002479,890110029525,DF000006,true,24,,,
P002480,893110475824,DF000033,true,36,,,
P002481,893110276523,DF000007,true,36,,,
P002482,893110588824,DF000026,true,36,,,
P002483,893110381324,DF000026,true,36,,,
P002484,893110367323,DF000033,true,24,,,
P002485,400110018025,DF000026,true,60,,,
P002486,893110617424,DF000007,true,36,,,
P002487,893110889324,DF000033,true,36,,,
P002488,893110058900,DF000026,true,36,,,
P002489,868110443725,DF000026,true,36,,,
P002490,VD-21760-14 ,DF000007,true,36,,,
P002491,893110311523,DF000026,true,36,,,
P002492,893110465923,DF000026,true,24,,,
P002493,VD-35391-21,DF000007,true,24,,,
P002494,893110154424,DF000007,true,24,,,
P002495,893110678124,DF000007,true,36,,,
P002496,890110002724,DF000026,true,36,,,
P002497,893110920624,DF000026,true,36,,,
P002498,893110273200,DF000006,true,24,,,
P002499,893110050123,DF000026,true,36,,,
P002500,VD-22084-15,DF000026,true,36,,,
P002501,VD-24348-16,DF000033,false,36,,,
P002502,VD-21076-14,DF000007,true,36,,,
P002503,VD-22634-15,DF000026,true,24,,,
P002504,VN-18111-14,DF000026,true,24,,,
P002505,VD-21061-14,DF000026,true,36,,,
P002506,930110003424,DF000026,true,36,,,
P002507,VD-20362-13,DF000026,true,36,,,
P002508,868110073323,DF000026,true,36,,,
P002509,893110316024,DF000026,true,36,,,
P002510,VN-26091-17,DF000026,true,36,,,
P002511,VN-16721-13,DF000026,true,36,,,
P002512,VN-17392-13,DF000026,true,36,,,
